,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,"BoomLeg_2406...:Marker1","BoomLeg_2406...:Marker1","BoomLeg_2406...:Marker1","BoomLeg_2406...:Marker1","BoomLeg_2406...:Marker2","BoomLeg_2406...:Marker2","BoomLeg_2406...:Marker2","BoomLeg_2406...:Marker2","BoomLeg_2406...:Marker3","BoomLeg_2406...:Marker3","BoomLeg_2406...:Marker3","BoomLeg_2406...:Marker3",BoomLeg_2406...:Marker1,BoomLeg_2406...:Marker1,BoomLeg_2406...:Marker1,BoomLeg_2406...:Marker2,BoomLeg_2406...:Marker2,BoomLeg_2406...:Marker2,BoomLeg_2406...:Marker3,BoomLeg_2406...:Marker3,BoomLeg_2406...:Marker3,Unlabeled 1254,Unlabeled 1254,Unlabeled 1254,Unlabeled 1256,Unlabeled 1256,Unlabeled 1256
,ID,"EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","C4C80","C4C80","C4C80","C4C90","C4C90","C4C90","C4C60","C4C60","C4C60","C4CC0","C4CC0","C4CC0","C4CE0","C4CE0","C4CE0"
,,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
39,0.325000,-54.830193,15.452893,74.427650,-0.685243,0.104323,-0.752990,0.000601,-0.050755,-0.056242,-0.037863,0.767189,0.042138,0.044624,0.027206,0.503535,0.008617,0.011618,0.010657,0.664986,-0.656749,0.028053,-0.727687,-0.707356,0.164524,-0.776263,-0.691795,0.120184,-0.754980,,,,,,
40,0.333333,-54.864330,15.510289,74.467941,-0.685263,0.104334,-0.752976,0.000599,-0.050755,-0.056242,-0.037863,0.767189,0.042138,0.044624,0.027206,0.503535,0.008617,0.011618,0.010657,0.664986,-0.656773,0.028062,-0.727674,-0.707376,0.164533,-0.776245,-0.691810,0.120199,-0.754969,,,,,,
41,0.341667,-54.901016,15.563657,74.520401,-0.685258,0.104331,-0.752973,0.000598,-0.050755,-0.056242,-0.037863,0.765005,0.042138,0.044624,0.027206,0.505664,0.008617,0.011618,0.010657,0.668996,-0.656761,0.028055,-0.727677,-0.707390,0.164522,-0.776235,-0.691795,0.120209,-0.754967,,,,,,
42,0.350000,-54.771992,15.361387,74.363701,-0.685266,0.104329,-0.752970,0.000599,-0.050755,-0.056242,-0.037863,0.765005,0.042138,0.044624,0.027206,0.505664,0.008617,0.011618,0.010657,0.668996,-0.656769,0.028058,-0.727666,-0.707377,0.164528,-0.776238,-0.691822,0.120196,-0.754967,,,,,,
43,0.358333,-54.750168,15.333614,74.354401,-0.685263,0.104338,-0.752975,0.000598,-0.050755,-0.056242,-0.037863,0.769072,0.042138,0.044624,0.027206,0.505944,0.008617,0.011618,0.010657,0.664683,-0.656745,0.028078,-0.727687,-0.707387,0.164531,-0.776230,-0.691830,0.120196,-0.754970,,,,,,
44,0.366667,-54.821198,15.453245,74.439812,-0.685275,0.104328,-0.752970,0.000596,-0.050755,-0.056242,-0.037863,0.769072,0.042138,0.044624,0.027206,0.505944,0.008617,0.011618,0.010657,0.664683,-0.656774,0.028050,-0.727686,-0.707406,0.164517,-0.776221,-0.691814,0.120211,-0.754962,,,,,,
45,0.375000,-54.838150,15.452021,74.459648,-0.685273,0.104331,-0.752965,0.000598,-0.050755,-0.056242,-0.037863,0.767541,0.042138,0.044624,0.027206,0.506626,0.008617,0.011618,0.010657,0.667964,-0.656743,0.028072,-0.727674,-0.707422,0.164514,-0.776223,-0.691825,0.120200,-0.754958,,,,,,
46,0.383333,-54.744747,15.314469,74.347267,-0.685285,0.104321,-0.752961,0.000599,-0.050755,-0.056242,-0.037863,0.766818,0.042138,0.044624,0.027206,0.505485,0.008617,0.011618,0.010657,0.667048,-0.656764,0.028057,-0.727668,-0.707415,0.164514,-0.776222,-0.691846,0.120184,-0.754951,,,,,,
47,0.391667,-54.726818,15.297368,74.332642,-0.685285,0.104328,-0.752961,0.000596,-0.050755,-0.056242,-0.037863,0.766818,0.042138,0.044624,0.027206,0.505485,0.008617,0.011618,0.010657,0.667048,-0.656765,0.028062,-0.727676,-0.707415,0.164518,-0.776215,-0.691842,0.120198,-0.754951,,,,,,
48,0.400000,-54.763462,15.337692,74.373985,-0.685293,0.104323,-0.752965,0.000600,-0.050755,-0.056242,-0.037863,0.763841,0.042138,0.044624,0.027206,0.504635,0.008617,0.011618,0.010657,0.668532,-0.656769,0.028053,-0.727670,-0.707429,0.164515,-0.776220,-0.691854,0.120193,-0.754964,,,,,,
49,0.408333,-54.936901,15.584480,74.579796,-0.685291,0.104344,-0.752969,0.000612,-0.050755,-0.056242,-0.037863,0.763841,0.042138,0.044624,0.027206,0.504635,0.008617,0.011618,0.010657,0.668532,-0.656755,0.028071,-0.727670,-0.707430,0.164567,-0.776236,-0.691863,0.120182,-0.754961,,,,,,
50,0.416667,-54.988476,15.659891,74.645157,-0.685289,0.104347,-0.752972,0.000612,-0.050755,-0.056242,-0.037863,0.759955,0.042138,0.044624,0.027206,0.490944,0.008617,0.011618,0.010657,0.657507,-0.656747,0.028072,-0.727676,-0.707439,0.164567,-0.776235,-0.691858,0.120187,-0.754963,,,,,,
51,0.425000,-54.815105,15.398249,74.436676,-0.685307,0.104320,-0.752971,0.000598,-0.050755,-0.056242,-0.037863,0.759955,0.042138,0.044624,0.027206,0.490944,0.008617,0.011618,0.010657,0.657507,-0.656756,0.028071,-0.727676,-0.707465,0.164501,-0.776229,-0.691873,0.120181,-0.754966,,,,,,
52,0.433333,-54.910984,15.548717,74.543900,-0.685319,0.104314,-0.752968,0.000600,-0.050755,-0.056242,-0.037863,0.764452,0.042138,0.044624,0.027206,0.504260,0.008617,0.011618,0.010657,0.667491,-0.656786,0.028050,-0.727672,-0.707480,0.164498,-0.776232,-0.691867,0.120183,-0.754961,,,,,,
53,0.441667,-54.977711,15.645184,74.623489,-0.685312,0.104322,-0.752971,0.000596,-0.050755,-0.056242,-0.037863,0.764452,0.042138,0.044624,0.027206,0.504260,0.008617,0.011618,0.010657,0.667491,-0.656761,0.028077,-0.727679,-0.707490,0.164492,-0.776232,-0.691858,0.120190,-0.754963,,,,,,
54,0.450000,-54.809952,15.400180,74.423180,-0.685327,0.104308,-0.752973,0.000600,-0.050755,-0.056242,-0.037863,0.768923,0.042138,0.044624,0.027206,0.504012,0.008617,0.011618,0.010657,0.663291,-0.656790,0.028056,-0.727678,-0.707469,0.164498,-0.776238,-0.691895,0.120161,-0.754965,,,,,,
55,0.458333,-54.870514,15.483171,74.496719,-0.685319,0.104323,-0.752974,0.000596,-0.050755,-0.056242,-0.037863,0.768923,0.042138,0.044624,0.027206,0.504012,0.008617,0.011618,0.010657,0.663291,-0.656777,0.028067,-0.727677,-0.707485,0.164496,-0.776236,-0.691867,0.120199,-0.754971,,,,,,
56,0.466667,-54.816849,15.398381,74.433334,-0.685328,0.104315,-0.752975,0.000599,-0.050755,-0.056242,-0.037863,0.765386,0.042138,0.044624,0.027206,0.505593,0.008617,0.011618,0.010657,0.667504,-0.656786,0.028058,-0.727674,-0.707483,0.164496,-0.776238,-0.691889,0.120182,-0.754972,,,,,,
57,0.475000,-54.718601,15.235319,74.319191,-0.685324,0.104318,-0.752984,0.000595,-0.050755,-0.056242,-0.037863,0.765386,0.042138,0.044624,0.027206,0.505593,0.008617,0.011618,0.010657,0.667504,-0.656765,0.028077,-0.727684,-0.707485,0.164490,-0.776254,-0.691892,0.120183,-0.754975,,,,,,
58,0.483333,-54.771626,15.313145,74.380318,-0.685330,0.104312,-0.752984,0.000596,-0.050755,-0.056242,-0.037863,0.766352,0.042138,0.044624,0.027206,0.507362,0.008617,0.011618,0.010657,0.669446,-0.656774,0.028065,-0.727679,-0.707494,0.164484,-0.776251,-0.691893,0.120181,-0.754981,,,,,,
59,0.491667,-54.716572,15.227502,74.316605,-0.685326,0.104314,-0.752986,0.000596,-0.050755,-0.056242,-0.037863,0.766352,0.042138,0.044624,0.027206,0.507362,0.008617,0.011618,0.010657,0.669446,-0.656762,0.028074,-0.727680,-0.707483,0.164486,-0.776248,-0.691902,0.120178,-0.754990,,,,,,
60,0.500000,-54.843632,15.431935,74.460045,-0.685323,0.104321,-0.752986,0.000598,-0.050755,-0.056242,-0.037863,0.765679,0.042138,0.044624,0.027206,0.505803,0.008617,0.011618,0.010657,0.667191,-0.656779,0.028067,-0.727679,-0.707481,0.164498,-0.776251,-0.691884,0.120188,-0.754988,,,,,,
61,0.508333,-54.880287,15.483283,74.501556,-0.685321,0.104320,-0.752995,0.000595,-0.050755,-0.056242,-0.037863,0.766651,0.042138,0.044624,0.027206,0.508047,0.008617,0.011618,0.010657,0.669169,-0.656773,0.028070,-0.727688,-0.707490,0.164487,-0.776260,-0.691873,0.120193,-0.754997,,,,,,
62,0.516667,-54.677624,15.166984,74.271240,-0.685338,0.104319,-0.752987,0.000597,-0.050755,-0.056242,-0.037863,0.766651,0.042138,0.044624,0.027206,0.508047,0.008617,0.011618,0.010657,0.669169,-0.656781,0.028069,-0.727681,-0.707492,0.164495,-0.776255,-0.691910,0.120185,-0.754986,,,,,,
63,0.525000,-54.832642,15.400924,74.447540,-0.685325,0.104326,-0.752988,0.000597,-0.050755,-0.056242,-0.037863,0.766860,0.042138,0.044624,0.027206,0.506186,0.008617,0.011618,0.010657,0.667706,-0.656766,0.028081,-0.727680,-0.707493,0.164497,-0.776260,-0.691886,0.120191,-0.754985,,,,,,
64,0.533333,-55.007648,15.659328,74.651390,-0.685318,0.104346,-0.752994,0.000608,-0.050755,-0.056242,-0.037863,0.766860,0.042138,0.044624,0.027206,0.506186,0.008617,0.011618,0.010657,0.667706,-0.656767,0.028085,-0.727679,-0.707479,0.164551,-0.776273,-0.691884,0.120190,-0.754989,,,,,,
65,0.541667,-54.784260,15.331398,74.385239,-0.685334,0.104321,-0.752990,0.000594,-0.050755,-0.056242,-0.037863,0.767130,0.042138,0.044624,0.027206,0.509408,0.008617,0.011618,0.010657,0.671173,-0.656785,0.028075,-0.727679,-0.707496,0.164486,-0.776262,-0.691891,0.120196,-0.754991,,,,,,
66,0.550000,-54.788311,15.325819,74.384369,-0.685326,0.104329,-0.752993,0.000598,-0.050755,-0.056242,-0.037863,0.767130,0.042138,0.044624,0.027206,0.509408,0.008617,0.011618,0.010657,0.671173,-0.656776,0.028084,-0.727673,-0.707483,0.164504,-0.776276,-0.691890,0.120193,-0.754989,,,,,,
67,0.558333,-54.910797,15.517362,74.533615,-0.685331,0.104326,-0.752987,0.000596,-0.050755,-0.056242,-0.037863,0.763852,0.042138,0.044624,0.027206,0.506437,0.008617,0.011618,0.010657,0.670818,-0.656784,0.028072,-0.727672,-0.707505,0.164493,-0.776259,-0.691878,0.120205,-0.754991,,,,,,
68,0.566667,-54.949833,15.562793,74.585274,-0.685331,0.104349,-0.752998,0.000613,-0.050755,-0.056242,-0.037863,0.763852,0.042138,0.044624,0.027206,0.506437,0.008617,0.011618,0.010657,0.670818,-0.656780,0.028080,-0.727679,-0.707487,0.164563,-0.776285,-0.691901,0.120190,-0.754989,,,,,,
69,0.575000,-54.810265,15.362192,74.419266,-0.685345,0.104322,-0.752996,0.000597,-0.050755,-0.056242,-0.037863,0.767737,0.042138,0.044624,0.027206,0.506615,0.008617,0.011618,0.010657,0.667815,-0.656783,0.028082,-0.727685,-0.707512,0.164492,-0.776271,-0.691909,0.120187,-0.754993,,,,,,
70,0.583333,-54.825146,15.371289,74.433220,-0.685352,0.104316,-0.752996,0.000593,-0.050755,-0.056242,-0.037863,0.767737,0.042138,0.044624,0.027206,0.506615,0.008617,0.011618,0.010657,0.667815,-0.656783,0.028082,-0.727681,-0.707538,0.164468,-0.776275,-0.691906,0.120191,-0.754994,,,,,,
71,0.591667,-54.714741,15.202502,74.307640,-0.685345,0.104327,-0.753004,0.000593,-0.050755,-0.056242,-0.037863,0.764322,0.042138,0.044624,0.027206,0.510931,0.008617,0.011618,0.010657,0.675193,-0.656781,0.028082,-0.727687,-0.707521,0.164482,-0.776280,-0.691905,0.120210,-0.755006,,,,,,
72,0.600000,-54.882122,15.452280,74.493729,-0.685342,0.104322,-0.753002,0.000596,-0.050755,-0.056242,-0.037863,0.764322,0.042138,0.044624,0.027206,0.510931,0.008617,0.011618,0.010657,0.675193,-0.656776,0.028087,-0.727678,-0.707525,0.164479,-0.776284,-0.691898,0.120192,-0.755003,,,,,,
73,0.608333,-54.943386,15.536937,74.571564,-0.685341,0.104343,-0.753006,0.000609,-0.050755,-0.056242,-0.037863,0.758874,0.042138,0.044624,0.027206,0.494374,0.008617,0.011618,0.010657,0.660748,-0.656779,0.028085,-0.727678,-0.707511,0.164540,-0.776295,-0.691914,0.120189,-0.755002,,,,,,
74,0.616667,-54.848667,15.406939,74.460663,-0.685345,0.104322,-0.752998,0.000595,-0.050755,-0.056242,-0.037863,0.758874,0.042138,0.044624,0.027206,0.494374,0.008617,0.011618,0.010657,0.660748,-0.656775,0.028088,-0.727682,-0.707528,0.164479,-0.776276,-0.691903,0.120193,-0.754998,,,,,,
75,0.625000,-54.834209,15.390255,74.442902,-0.685348,0.104318,-0.752994,0.000597,-0.050755,-0.056242,-0.037863,0.765219,0.042138,0.044624,0.027206,0.506859,0.008617,0.011618,0.010657,0.669659,-0.656789,0.028072,-0.727675,-0.707518,0.164483,-0.776268,-0.691909,0.120190,-0.755000,,,,,,
76,0.633333,-54.780704,15.296673,74.379700,-0.685350,0.104320,-0.752997,0.000595,-0.050755,-0.056242,-0.037863,0.767530,0.042138,0.044624,0.027206,0.509263,0.008617,0.011618,0.010657,0.670182,-0.656778,0.028088,-0.727676,-0.707529,0.164477,-0.776278,-0.691915,0.120190,-0.754998,,,,,,
77,0.641667,-54.924240,15.528128,74.548622,-0.685343,0.104325,-0.752998,0.000598,-0.050755,-0.056242,-0.037863,0.767530,0.042138,0.044624,0.027206,0.509263,0.008617,0.011618,0.010657,0.670182,-0.656782,0.028082,-0.727681,-0.707524,0.164488,-0.776273,-0.691894,0.120198,-0.755000,,,,,,
78,0.650000,-54.771088,15.291460,74.370628,-0.685340,0.104327,-0.752999,0.000595,-0.050755,-0.056242,-0.037863,0.767825,0.042138,0.044624,0.027206,0.509365,0.008617,0.011618,0.010657,0.669773,-0.656773,0.028091,-0.727683,-0.707515,0.164487,-0.776277,-0.691906,0.120195,-0.754998,,,,,,
79,0.658333,-54.870193,15.458986,74.485786,-0.685334,0.104322,-0.752995,0.000597,-0.050755,-0.056242,-0.037863,0.767825,0.042138,0.044624,0.027206,0.509365,0.008617,0.011618,0.010657,0.669773,-0.656784,0.028074,-0.727681,-0.707499,0.164494,-0.776267,-0.691889,0.120193,-0.754997,,,,,,
80,0.666667,-54.858070,15.432662,74.470161,-0.685337,0.104324,-0.752993,0.000595,-0.050755,-0.056242,-0.037863,0.769806,0.042138,0.044624,0.027206,0.509313,0.008617,0.011618,0.010657,0.668584,-0.656774,0.028091,-0.727680,-0.707513,0.164484,-0.776269,-0.691893,0.120193,-0.754992,,,,,,
81,0.675000,-54.784901,15.321148,74.387947,-0.685336,0.104328,-0.752992,0.000600,-0.050755,-0.056242,-0.037863,0.769806,0.042138,0.044624,0.027206,0.509313,0.008617,0.011618,0.010657,0.668584,-0.656780,0.028079,-0.727675,-0.707496,0.164505,-0.776267,-0.691902,0.120193,-0.754994,,,,,,
82,0.683333,-55.149494,15.867293,74.815155,-0.685333,0.104346,-0.752994,0.000613,-0.050755,-0.056242,-0.037863,0.760511,0.042138,0.044624,0.027206,0.490081,0.008617,0.011618,0.010657,0.656647,-0.656779,0.028084,-0.727677,-0.707505,0.164554,-0.776276,-0.691890,0.120188,-0.754988,,,,,,
83,0.691667,-54.936546,15.555764,74.562668,-0.685343,0.104320,-0.752987,0.000598,-0.050755,-0.056242,-0.037863,0.760511,0.042138,0.044624,0.027206,0.490081,0.008617,0.011618,0.010657,0.656647,-0.656789,0.028076,-0.727674,-0.707519,0.164488,-0.776262,-0.691892,0.120189,-0.754985,,,,,,
84,0.700000,-54.976871,15.604401,74.618851,-0.685333,0.104348,-0.752994,0.000610,-0.050755,-0.056242,-0.037863,0.761581,0.042138,0.044624,0.027206,0.492106,0.008617,0.011618,0.010657,0.657271,-0.656770,0.028093,-0.727680,-0.707497,0.164554,-0.776275,-0.691908,0.120184,-0.754988,,,,,,
85,0.708333,-54.774994,15.318442,74.379196,-0.685338,0.104325,-0.752992,0.000596,-0.050755,-0.056242,-0.037863,0.761581,0.042138,0.044624,0.027206,0.492106,0.008617,0.011618,0.010657,0.657271,-0.656787,0.028078,-0.727686,-0.707502,0.164495,-0.776266,-0.691898,0.120195,-0.754985,,,,,,
86,0.716667,-54.846786,15.413154,74.457314,-0.685331,0.104328,-0.752993,0.000597,-0.050755,-0.056242,-0.037863,0.765563,0.042138,0.044624,0.027206,0.507803,0.008617,0.011618,0.010657,0.669979,-0.656774,0.028082,-0.727674,-0.707502,0.164491,-0.776264,-0.691889,0.120203,-0.755002,,,,,,
87,0.725000,-54.875275,15.449820,74.491669,-0.685350,0.104321,-0.752995,0.000598,-0.050755,-0.056242,-0.037863,0.765563,0.042138,0.044624,0.027206,0.507803,0.008617,0.011618,0.010657,0.669979,-0.656788,0.028077,-0.727677,-0.707527,0.164488,-0.776274,-0.691904,0.120192,-0.754995,,,,,,
88,0.733333,-54.954472,15.577073,74.588577,-0.685346,0.104319,-0.752994,0.000596,-0.050755,-0.056242,-0.037863,0.767756,0.042138,0.044624,0.027206,0.508033,0.008617,0.011618,0.010657,0.668496,-0.656778,0.028080,-0.727682,-0.707535,0.164478,-0.776261,-0.691896,0.120192,-0.754999,,,,,,
89,0.741667,-55.084572,15.752001,74.745949,-0.685349,0.104337,-0.752999,0.000611,-0.050755,-0.056242,-0.037863,0.767756,0.042138,0.044624,0.027206,0.508033,0.008617,0.011618,0.010657,0.668496,-0.656779,0.028076,-0.727678,-0.707533,0.164536,-0.776278,-0.691914,0.120183,-0.755000,,,,,,
90,0.750000,-54.895092,15.464182,74.511185,-0.685345,0.104325,-0.753004,0.000596,-0.050755,-0.056242,-0.037863,0.766322,0.042138,0.044624,0.027206,0.507593,0.008617,0.011618,0.010657,0.669676,-0.656772,0.028090,-0.727679,-0.707533,0.164480,-0.776285,-0.691901,0.120197,-0.755010,,,,,,
91,0.758333,-55.074051,15.741228,74.730942,-0.685354,0.104337,-0.753003,0.000613,-0.050755,-0.056242,-0.037863,0.756869,0.042138,0.044624,0.027206,0.489901,0.008617,0.011618,0.010657,0.658926,-0.656794,0.028070,-0.727681,-0.707527,0.164543,-0.776284,-0.691918,0.120182,-0.755004,,,,,,
92,0.766667,-54.914700,15.505157,74.537949,-0.685359,0.104312,-0.753001,0.000596,-0.050755,-0.056242,-0.037863,0.756869,0.042138,0.044624,0.027206,0.489901,0.008617,0.011618,0.010657,0.658926,-0.656782,0.028084,-0.727686,-0.707548,0.164468,-0.776279,-0.691916,0.120177,-0.755000,,,,,,
93,0.775000,-55.126751,15.805724,74.782776,-0.685354,0.104335,-0.753002,0.000614,-0.050755,-0.056242,-0.037863,0.756939,0.042138,0.044624,0.027206,0.489371,0.008617,0.011618,0.010657,0.658193,-0.656792,0.028073,-0.727669,-0.707533,0.164538,-0.776293,-0.691915,0.120179,-0.755002,,,,,,
94,0.783333,-55.077415,15.729557,74.729897,-0.685362,0.104332,-0.753011,0.000608,-0.050755,-0.056242,-0.037863,0.756939,0.042138,0.044624,0.027206,0.489371,0.008617,0.011618,0.010657,0.658193,-0.656791,0.028075,-0.727682,-0.707556,0.164518,-0.776297,-0.691920,0.120186,-0.755012,,,,,,
95,0.791667,-54.878738,15.440082,74.492096,-0.685354,0.104314,-0.753005,0.000597,-0.050755,-0.056242,-0.037863,0.765307,0.042138,0.044624,0.027206,0.507153,0.008617,0.011618,0.010657,0.670220,-0.656785,0.028076,-0.727680,-0.707541,0.164472,-0.776287,-0.691910,0.120187,-0.755008,,,,,,
96,0.800000,-55.157726,15.843481,74.823013,-0.685362,0.104331,-0.753009,0.000613,-0.050755,-0.056242,-0.037863,0.765307,0.042138,0.044624,0.027206,0.507153,0.008617,0.011618,0.010657,0.670220,-0.656785,0.028076,-0.727679,-0.707560,0.164524,-0.776300,-0.691920,0.120177,-0.755007,,,,,,
97,0.808333,-54.954571,15.557433,74.580849,-0.685364,0.104318,-0.753004,0.000600,-0.050755,-0.056242,-0.037863,0.762501,0.042138,0.044624,0.027206,0.504848,0.008617,0.011618,0.010657,0.669935,-0.656801,0.028069,-0.727679,-0.707551,0.164481,-0.776287,-0.691911,0.120193,-0.755007,,,,,,
98,0.816667,-54.840889,15.390581,74.447754,-0.685357,0.104314,-0.753009,0.000600,-0.050755,-0.056242,-0.037863,0.762501,0.042138,0.044624,0.027206,0.504848,0.008617,0.011618,0.010657,0.669935,-0.656792,0.028076,-0.727686,-0.707529,0.164483,-0.776292,-0.691922,0.120175,-0.755009,,,,,,
99,0.825000,-54.745571,15.237036,74.346069,-0.685350,0.104320,-0.753007,0.000596,-0.050755,-0.056242,-0.037863,0.767079,0.042138,0.044624,0.027206,0.509006,0.008617,0.011618,0.010657,0.670010,-0.656767,0.028090,-0.727691,-0.707536,0.164477,-0.776289,-0.691920,0.120185,-0.755002,,,,,,
100,0.833333,-54.873489,15.430053,74.487724,-0.685357,0.104313,-0.753003,0.000600,-0.050755,-0.056242,-0.037863,0.767079,0.042138,0.044624,0.027206,0.509006,0.008617,0.011618,0.010657,0.670010,-0.656782,0.028078,-0.727677,-0.707538,0.164479,-0.776285,-0.691923,0.120176,-0.755006,,,,,,
101,0.841667,-54.979889,15.592453,74.624969,-0.685354,0.104338,-0.753006,0.000613,-0.050755,-0.056242,-0.037863,0.761566,0.042138,0.044624,0.027206,0.490587,0.008617,0.011618,0.010657,0.656258,-0.656775,0.028090,-0.727689,-0.707528,0.164544,-0.776292,-0.691933,0.120169,-0.754996,,,,,,
102,0.850000,-54.884827,15.465085,74.504501,-0.685351,0.104322,-0.753000,0.000597,-0.050755,-0.056242,-0.037863,0.761566,0.042138,0.044624,0.027206,0.490587,0.008617,0.011618,0.010657,0.656258,-0.656782,0.028084,-0.727684,-0.707532,0.164483,-0.776273,-0.691906,0.120194,-0.755004,,,,,,
103,0.858333,-54.940105,15.537887,74.568596,-0.685356,0.104312,-0.752997,0.000599,-0.050755,-0.056242,-0.037863,0.763277,0.042138,0.044624,0.027206,0.506100,0.008617,0.011618,0.010657,0.669704,-0.656789,0.028066,-0.727675,-0.707548,0.164472,-0.776272,-0.691908,0.120187,-0.755005,,,,,,
104,0.866667,-54.925747,15.517305,74.549477,-0.685358,0.104315,-0.752998,0.000594,-0.050755,-0.056242,-0.037863,0.763277,0.042138,0.044624,0.027206,0.506100,0.008617,0.011618,0.010657,0.669704,-0.656778,0.028089,-0.727680,-0.707557,0.164463,-0.776277,-0.691907,0.120189,-0.754997,,,,,,
105,0.875000,-54.830177,15.371066,74.439178,-0.685349,0.104321,-0.752998,0.000602,-0.050755,-0.056242,-0.037863,0.762589,0.042138,0.044624,0.027206,0.503995,0.008617,0.011618,0.010657,0.668310,-0.656783,0.028073,-0.727672,-0.707522,0.164492,-0.776276,-0.691916,0.120188,-0.755004,,,,,,
106,0.883333,-54.832645,15.388379,74.442093,-0.685351,0.104318,-0.752996,0.000598,-0.050755,-0.056242,-0.037863,0.765833,0.042138,0.044624,0.027206,0.507252,0.008617,0.011618,0.010657,0.669380,-0.656791,0.028074,-0.727680,-0.707525,0.164483,-0.776275,-0.691909,0.120187,-0.754994,,,,,,
107,0.891667,-54.916779,15.513762,74.535645,-0.685365,0.104307,-0.752996,0.000600,-0.050755,-0.056242,-0.037863,0.765833,0.042138,0.044624,0.027206,0.507252,0.008617,0.011618,0.010657,0.669380,-0.656806,0.028066,-0.727677,-0.707538,0.164479,-0.776279,-0.691923,0.120168,-0.754993,,,,,,
108,0.900000,-55.141361,15.830760,74.807213,-0.685354,0.104336,-0.752998,0.000616,-0.050755,-0.056242,-0.037863,0.756097,0.042138,0.044624,0.027206,0.488525,0.008617,0.011618,0.010657,0.657030,-0.656789,0.028071,-0.727672,-0.707539,0.164542,-0.776286,-0.691916,0.120177,-0.754994,,,,,,
109,0.908333,-54.876186,15.430202,74.494812,-0.685373,0.104304,-0.752993,0.000599,-0.050755,-0.056242,-0.037863,0.756097,0.042138,0.044624,0.027206,0.488525,0.008617,0.011618,0.010657,0.657030,-0.656788,0.028073,-0.727671,-0.707561,0.164468,-0.776275,-0.691940,0.120165,-0.754995,,,,,,
110,0.916667,-54.807602,15.337954,74.418434,-0.685367,0.104311,-0.753001,0.000596,-0.050755,-0.056242,-0.037863,0.768511,0.042138,0.044624,0.027206,0.508192,0.008617,0.011618,0.010657,0.668832,-0.656785,0.028082,-0.727687,-0.707553,0.164470,-0.776278,-0.691933,0.120177,-0.754998,,,,,,
111,0.925000,-55.097076,15.760068,74.753433,-0.685356,0.104336,-0.753002,0.000611,-0.050755,-0.056242,-0.037863,0.768511,0.042138,0.044624,0.027206,0.508192,0.008617,0.011618,0.010657,0.668832,-0.656785,0.028080,-0.727676,-0.707549,0.164527,-0.776292,-0.691915,0.120184,-0.754998,,,,,,
112,0.933333,-54.847549,15.385652,74.463913,-0.685361,0.104312,-0.753001,0.000598,-0.050755,-0.056242,-0.037863,0.763551,0.042138,0.044624,0.027206,0.507238,0.008617,0.011618,0.010657,0.671538,-0.656781,0.028072,-0.727679,-0.707557,0.164469,-0.776283,-0.691919,0.120186,-0.755001,,,,,,
113,0.941667,-54.802361,15.327522,74.405884,-0.685360,0.104312,-0.753007,0.000597,-0.050755,-0.056242,-0.037863,0.763551,0.042138,0.044624,0.027206,0.507238,0.008617,0.011618,0.010657,0.671538,-0.656784,0.028080,-0.727685,-0.707537,0.164475,-0.776287,-0.691929,0.120175,-0.755008,,,,,,
114,0.950000,-54.934216,15.516128,74.559242,-0.685372,0.104312,-0.753000,0.000600,-0.050755,-0.056242,-0.037863,0.766214,0.042138,0.044624,0.027206,0.505078,0.008617,0.011618,0.010657,0.667209,-0.656788,0.028080,-0.727673,-0.707566,0.164472,-0.776281,-0.691932,0.120178,-0.755006,,,,,,
