Format Version,1.23,Take Name,Soap_2,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-07-08 12.18.25.921 PM,Capture Start Frame,529838,Total Frames in Take,3110,Total Exported Frames,3110,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker
,Name,Unlabeled 1062,Unlabeled 1062,Unlabeled 1062
,ID,"C4D20","C4D20","C4D20"
,,Position,Position,Position
Frame,Time (Seconds),X,Y,Z
553,4.608333,0.059079,0.517552,-0.786770
554,4.616667,0.059128,0.517538,-0.787080
555,4.625000,0.059135,0.517586,-0.787311
556,4.633333,0.059501,0.517182,-0.787257
557,4.641667,0.059499,0.517192,-0.787349
558,4.650000,0.059509,0.517182,-0.787396
559,4.658333,0.059500,0.517193,-0.787390
560,4.666667,0.059510,0.517187,-0.787388
561,4.675000,0.059505,0.517196,-0.787389
562,4.683333,0.059156,0.517563,-0.787694
563,4.691667,0.059535,0.517153,-0.787535
564,4.700000,0.059549,0.517130,-0.787609
565,4.708333,0.059575,0.517097,-0.787713
566,4.716667,0.059229,0.517374,-0.788157
567,4.725000,0.059286,0.517293,-0.788337
568,4.733333,0.059638,0.516977,-0.788265
569,4.741667,0.059719,0.516730,-0.788397
570,4.750000,0.059380,0.517031,-0.788695
571,4.758333,0.059423,0.516953,-0.788740
572,4.766667,0.059461,0.516861,-0.788754
573,4.775000,0.059473,0.516733,-0.788733
574,4.783333,0.059476,0.516540,-0.788697
575,4.791667,0.059502,0.516392,-0.788568
576,4.800000,0.059598,0.516159,-0.788350
577,4.808333,0.059628,0.515939,-0.788163
578,4.816667,0.059665,0.515637,-0.787832
579,4.825000,0.059652,0.515552,-0.787459
580,4.833333,0.059695,0.515248,-0.787173
581,4.841667,0.060212,0.514416,-0.786695
582,4.850000,0.059951,0.514313,-0.786629
583,4.858333,0.060274,0.513691,-0.785975
584,4.866667,0.059930,0.513800,-0.785774
585,4.875000,0.060310,0.513056,-0.785114
586,4.883333,0.060219,0.512931,-0.784656
587,4.891667,0.059820,0.512997,-0.784515
588,4.900000,0.060147,0.512177,-0.783980
589,4.908333,0.060082,0.511972,-0.783716
590,4.916667,0.059658,0.512183,-0.783545
591,4.925000,0.059996,0.511633,-0.783006
592,4.933333,0.060016,0.511242,-0.782838
593,4.941667,0.059906,0.511097,-0.782568
594,4.950000,0.059427,0.511300,-0.782594
595,4.958333,0.059747,0.510784,-0.782153
596,4.966667,0.059716,0.510626,-0.782025
597,4.975000,0.059372,0.510850,-0.782122
598,4.983333,0.059325,0.510762,-0.781949
599,4.991667,0.059730,0.510107,-0.781687
600,5.000000,0.059723,0.510050,-0.781643
601,5.008333,0.059392,0.510333,-0.781846
602,5.016667,0.059414,0.510257,-0.781884
603,5.025000,0.059453,0.510174,-0.781974
604,5.033333,0.059502,0.510080,-0.782111
605,5.041667,0.059592,0.509973,-0.782323
606,5.050000,0.059639,0.509965,-0.782476
607,5.058333,0.059708,0.509909,-0.782632
608,5.066667,0.059762,0.509874,-0.782687
609,5.075000,0.059769,0.509871,-0.782544
610,5.083333,0.059795,0.509758,-0.782413
611,5.091667,0.059756,0.509684,-0.782226
612,5.100000,0.059790,0.509541,-0.782029
613,5.108333,0.059779,0.509390,-0.781740
614,5.116667,0.059761,0.509272,-0.781374
615,5.125000,0.059803,0.509018,-0.780926
616,5.133333,0.059876,0.508752,-0.780652
617,5.141667,0.059807,0.508671,-0.780036
618,5.150000,0.060433,0.507673,-0.779551
619,5.158333,0.060015,0.508000,-0.779078
620,5.166667,0.059989,0.507747,-0.778581
621,5.175000,0.060436,0.507007,-0.777814
622,5.183333,0.060325,0.506764,-0.777313
623,5.191667,0.060041,0.506910,-0.777068
624,5.200000,0.060388,0.506274,-0.776240
625,5.208333,0.060017,0.506527,-0.776108
626,5.216667,0.060375,0.505952,-0.775445
627,5.225000,0.060067,0.506195,-0.775256
628,5.233333,0.060092,0.506062,-0.775037
629,5.241667,0.060073,0.505922,-0.774738
630,5.250000,0.060071,0.505920,-0.774480
631,5.258333,0.060085,0.505849,-0.774361
632,5.266667,0.060104,0.505803,-0.774282
633,5.275000,0.060178,0.505687,-0.774274
634,5.283333,0.060203,0.505654,-0.774252
635,5.291667,0.060219,0.505632,-0.774225
636,5.300000,0.060240,0.505605,-0.774197
637,5.308333,0.060251,0.505601,-0.774166
638,5.316667,0.060594,0.505194,-0.773869
639,5.325000,0.060599,0.505182,-0.773862
640,5.333333,0.060589,0.505190,-0.773853
641,5.341667,0.060592,0.505189,-0.773845
642,5.350000,0.060591,0.505181,-0.773852
643,5.358333,0.060581,0.505193,-0.773852
644,5.366667,0.060233,0.505551,-0.774054
645,5.375000,0.060588,0.505188,-0.773843
646,5.383333,0.060587,0.505193,-0.773840
647,5.391667,0.060584,0.505186,-0.773842
648,5.400000,0.060228,0.505556,-0.774041
649,5.408333,0.060590,0.505183,-0.773840
650,5.416667,0.060241,0.505542,-0.774048
651,5.425000,0.060590,0.505185,-0.773837
652,5.433333,0.060598,0.505181,-0.773842
653,5.441667,0.060586,0.505188,-0.773835
654,5.450000,0.060591,0.505188,-0.773835
655,5.458333,0.060588,0.505195,-0.773825
656,5.466667,0.060591,0.505188,-0.773826
657,5.475000,0.060236,0.505550,-0.774030
658,5.483333,0.060233,0.505554,-0.774025
659,5.491667,0.060233,0.505554,-0.774025
660,5.500000,0.060236,0.505554,-0.774015
661,5.508333,0.060235,0.505552,-0.774008
662,5.516667,0.060236,0.505554,-0.774005
663,5.525000,0.060231,0.505559,-0.774001
664,5.533333,0.060236,0.505554,-0.773995
665,5.541667,0.060234,0.505558,-0.773987
666,5.550000,0.060233,0.505553,-0.773980
667,5.558333,0.060232,0.505559,-0.773972
668,5.566667,0.060238,0.505558,-0.773973
669,5.575000,0.060235,0.505555,-0.773972
670,5.583333,0.060241,0.505557,-0.773962
671,5.591667,0.060239,0.505563,-0.773952
672,5.600000,0.060241,0.505562,-0.773938
673,5.608333,0.060245,0.505562,-0.773925
674,5.616667,0.060249,0.505576,-0.773907
675,5.625000,0.060265,0.505570,-0.773919
676,5.633333,0.060282,0.505562,-0.773940
677,5.641667,0.060639,0.505205,-0.773774
678,5.650000,0.060643,0.505190,-0.773846
679,5.658333,0.060317,0.505565,-0.774197
680,5.666667,0.060643,0.505108,-0.773890
681,5.675000,0.060436,0.505326,-0.773777
682,5.683333,0.061003,0.504495,-0.773210
683,5.691667,0.060896,0.504217,-0.772515
684,5.700000,0.060903,0.503753,-0.771674
685,5.708333,0.060541,0.503964,-0.770971
686,5.716667,0.060785,0.503503,-0.770073
687,5.725000,0.061548,0.502531,-0.768957
688,5.733333,0.061450,0.502318,-0.768022
689,5.741667,0.061594,0.501725,-0.766710
690,5.750000,0.061696,0.500958,-0.765331
691,5.758333,0.061990,0.500049,-0.763753
692,5.766667,0.061951,0.499299,-0.762159
693,5.775000,0.061886,0.498433,-0.760456
694,5.783333,0.061806,0.497604,-0.758415
695,5.791667,0.061669,0.496684,-0.756228
696,5.800000,0.061737,0.495234,-0.754250
697,5.808333,0.061498,0.494285,-0.751891
698,5.816667,0.061411,0.493119,-0.749472
699,5.825000,0.061439,0.491950,-0.746898
700,5.833333,0.061699,0.490468,-0.744527
701,5.841667,0.061630,0.489141,-0.741764
702,5.850000,0.061614,0.487838,-0.738874
703,5.858333,0.061781,0.486324,-0.735981
704,5.866667,0.061723,0.484945,-0.732648
705,5.875000,0.061905,0.483174,-0.729642
706,5.883333,0.061814,0.481634,-0.726110
707,5.891667,0.061981,0.479872,-0.722764
708,5.900000,0.062084,0.478098,-0.719170
709,5.908333,0.062025,0.476485,-0.715459
710,5.916667,0.062088,0.474520,-0.711868
711,5.925000,0.062117,0.472773,-0.708014
712,5.933333,0.062246,0.470819,-0.704122
713,5.941667,0.062277,0.468852,-0.700178
714,5.950000,0.062409,0.466710,-0.696176
715,5.958333,0.062436,0.464704,-0.691935
716,5.966667,0.062527,0.462546,-0.687510
717,5.975000,0.062610,0.460317,-0.683148
718,5.983333,0.062735,0.458076,-0.678471
719,5.991667,0.062844,0.455786,-0.673783
720,6.000000,0.062841,0.453544,-0.668853
721,6.008333,0.062962,0.451068,-0.663889
722,6.016667,0.063210,0.448486,-0.658963
723,6.025000,0.063132,0.446094,-0.654012
724,6.033333,0.063299,0.443674,-0.648984
725,6.041667,0.063504,0.441017,-0.643916
726,6.050000,0.063468,0.438609,-0.638655
727,6.058333,0.063508,0.436178,-0.633190
728,6.066667,0.063770,0.433419,-0.627869
729,6.075000,0.063855,0.430616,-0.622510
730,6.083333,0.063871,0.428266,-0.616945
731,6.091667,0.064096,0.425374,-0.611441
732,6.100000,0.064222,0.422639,-0.605718
733,6.108333,0.064136,0.420150,-0.599999
734,6.116667,0.064244,0.417260,-0.594272
735,6.125000,0.064447,0.414448,-0.588441
736,6.133333,0.064599,0.411530,-0.582616
737,6.141667,0.064731,0.408598,-0.576697
738,6.150000,0.064694,0.405937,-0.570609
739,6.158333,0.064864,0.402808,-0.564636
740,6.166667,0.064978,0.399958,-0.558480
741,6.175000,0.065016,0.396904,-0.552285
742,6.183333,0.065291,0.393768,-0.546018
743,6.191667,0.065385,0.390745,-0.539568
744,6.200000,0.065500,0.387747,-0.533212
745,6.208333,0.065245,0.385140,-0.527685
746,6.216667,0.065952,0.384800,-0.526294
747,6.225000,0.066478,0.384115,-0.525167
748,6.233333,0.067596,0.383663,-0.524911
749,6.241667,0.069113,0.383429,-0.524669
750,6.250000,0.070922,0.383622,-0.524848
751,6.258333,0.072540,0.383961,-0.525457
752,6.266667,0.074333,0.384135,-0.526051
753,6.275000,0.075717,0.384192,-0.526574
754,6.283333,0.076931,0.384167,-0.526840
755,6.291667,0.077709,0.384016,-0.527011
756,6.300000,0.077770,0.383904,-0.526966
757,6.308333,0.077219,0.383975,-0.526808
758,6.316667,0.076851,0.384024,-0.526616
759,6.325000,0.076593,0.383647,-0.526307
760,6.333333,0.076230,0.383528,-0.526050
761,6.341667,0.075692,0.383807,-0.525817
762,6.350000,0.075362,0.383532,-0.525677
763,6.358333,0.074924,0.383584,-0.525218
764,6.366667,0.074805,0.383235,-0.525048
765,6.375000,0.074528,0.383105,-0.524832
766,6.383333,0.074029,0.383071,-0.524655
767,6.391667,0.073662,0.383159,-0.524176
768,6.400000,0.073445,0.383109,-0.524022
769,6.408333,0.073291,0.383162,-0.524115
770,6.416667,0.073320,0.383024,-0.524445
771,6.425000,0.073430,0.383019,-0.524470
772,6.433333,0.073543,0.383014,-0.524453
773,6.441667,0.073622,0.383016,-0.524460
774,6.450000,0.073681,0.383007,-0.524509
775,6.458333,0.073730,0.383007,-0.524550
776,6.466667,0.073816,0.382996,-0.524545
777,6.475000,0.073883,0.382995,-0.524555
778,6.483333,0.073957,0.383052,-0.524607
779,6.491667,0.074059,0.383077,-0.524627
780,6.500000,0.074321,0.382873,-0.524690
781,6.508333,0.074398,0.382871,-0.524707
782,6.516667,0.074456,0.382992,-0.524649
783,6.525000,0.074534,0.382995,-0.524662
784,6.533333,0.074630,0.382993,-0.524668
785,6.541667,0.074723,0.382991,-0.524674
786,6.550000,0.074815,0.382981,-0.524698
787,6.558333,0.074927,0.382908,-0.524672
788,6.566667,0.075011,0.382918,-0.524696
789,6.575000,0.075142,0.382979,-0.524786
790,6.583333,0.075247,0.382988,-0.524817
791,6.591667,0.075354,0.382989,-0.524850
792,6.600000,0.075463,0.382982,-0.524884
793,6.608333,0.075608,0.383086,-0.524947
794,6.616667,0.075888,0.382960,-0.524940
795,6.625000,0.076033,0.382947,-0.524980
796,6.633333,0.076233,0.382979,-0.525015
797,6.641667,0.076433,0.382963,-0.525042
798,6.650000,0.076655,0.382933,-0.525086
799,6.658333,0.076774,0.383054,-0.525027
800,6.666667,0.077188,0.383115,-0.525081
801,6.675000,0.077470,0.383062,-0.525141
802,6.683333,0.077811,0.383015,-0.525159
803,6.691667,0.078144,0.382954,-0.525157
804,6.700000,0.078603,0.382736,-0.525239
805,6.708333,0.079084,0.382602,-0.525540
806,6.716667,0.079384,0.382601,-0.525620
807,6.725000,0.079743,0.382600,-0.525618
808,6.733333,0.080102,0.382540,-0.525604
809,6.741667,0.080300,0.382312,-0.525646
810,6.750000,0.080129,0.382515,-0.525610
811,6.758333,0.080094,0.382532,-0.525601
812,6.766667,0.080100,0.382531,-0.525597
813,6.775000,0.080255,0.382316,-0.525652
814,6.783333,0.080120,0.382522,-0.525603
815,6.791667,0.080099,0.382534,-0.525596
816,6.800000,0.080102,0.382529,-0.525599
817,6.808333,0.080112,0.382519,-0.525603
818,6.816667,0.080249,0.382318,-0.525649
819,6.825000,0.080103,0.382530,-0.525600
820,6.833333,0.080106,0.382526,-0.525599
821,6.841667,0.080250,0.382319,-0.525648
822,6.850000,0.080106,0.382530,-0.525596
823,6.858333,0.080101,0.382527,-0.525601
824,6.866667,0.080099,0.382534,-0.525597
825,6.875000,0.080109,0.382523,-0.525598
826,6.883333,0.080243,0.382315,-0.525651
827,6.891667,0.080104,0.382527,-0.525597
828,6.900000,0.080243,0.382320,-0.525647
829,6.908333,0.080105,0.382531,-0.525593
830,6.916667,0.080245,0.382310,-0.525651
831,6.925000,0.080108,0.382524,-0.525603
832,6.933333,0.080115,0.382516,-0.525608
833,6.941667,0.080106,0.382526,-0.525600
834,6.950000,0.080112,0.382518,-0.525602
835,6.958333,0.080243,0.382314,-0.525652
836,6.966667,0.080108,0.382528,-0.525603
837,6.975000,0.080108,0.382525,-0.525601
838,6.983333,0.080102,0.382535,-0.525600
839,6.991667,0.080103,0.382529,-0.525605
840,7.000000,0.080102,0.382525,-0.525609
841,7.008333,0.080230,0.382329,-0.525650
842,7.016667,0.080096,0.382531,-0.525603
843,7.025000,0.080101,0.382531,-0.525606
844,7.033333,0.080095,0.382542,-0.525598
845,7.041667,0.080250,0.382325,-0.525642
846,7.050000,0.080151,0.382402,-0.525360
847,7.058333,0.080137,0.382368,-0.525265
848,7.066667,0.080191,0.382327,-0.525304
849,7.075000,0.080265,0.382286,-0.525333
850,7.083333,0.080486,0.381949,-0.525314
851,7.091667,0.080525,0.381889,-0.525236
852,7.100000,0.080419,0.381909,-0.525279
853,7.108333,0.080377,0.381923,-0.525333
854,7.116667,0.080355,0.382016,-0.525575
855,7.125000,0.080302,0.382054,-0.525591
856,7.133333,0.080075,0.382280,-0.525308
857,7.141667,0.079959,0.382186,-0.525215
858,7.150000,0.079765,0.382287,-0.525281
859,7.158333,0.079525,0.382566,-0.525274
860,7.166667,0.079562,0.382358,-0.525220
861,7.175000,0.079452,0.382350,-0.525141
862,7.183333,0.079299,0.382329,-0.525193
863,7.191667,0.079316,0.382332,-0.525163
864,7.200000,0.079371,0.382360,-0.525033
865,7.208333,0.079254,0.382363,-0.524963
866,7.216667,0.079048,0.382210,-0.525125
867,7.225000,0.078875,0.382185,-0.525032
868,7.233333,0.078804,0.382185,-0.524856
869,7.241667,0.078445,0.382345,-0.524624
870,7.250000,0.078142,0.382304,-0.524573
871,7.258333,0.077859,0.382330,-0.524493
872,7.266667,0.077467,0.382437,-0.524232
873,7.275000,0.077163,0.382440,-0.524106
874,7.283333,0.076589,0.382582,-0.523909
875,7.291667,0.076175,0.382630,-0.523826
876,7.300000,0.075636,0.382474,-0.523774
877,7.308333,0.074906,0.382791,-0.523628
878,7.316667,0.074228,0.382775,-0.523700
879,7.325000,0.073172,0.383138,-0.523708
880,7.333333,0.072049,0.383692,-0.524191
881,7.341667,0.071570,0.384232,-0.525015
882,7.350000,0.070925,0.385454,-0.526156
883,7.358333,0.070496,0.386114,-0.527733
884,7.366667,0.069554,0.387231,-0.529158
885,7.375000,0.069018,0.388436,-0.531239
886,7.383333,0.068232,0.389835,-0.533441
887,7.391667,0.067781,0.391064,-0.536248
888,7.400000,0.066997,0.392267,-0.539215
889,7.408333,0.066225,0.393553,-0.542505
890,7.416667,0.065411,0.394914,-0.546042
891,7.425000,0.064671,0.395986,-0.550037
892,7.433333,0.063845,0.397507,-0.553758
893,7.441667,0.063148,0.399797,-0.557185
894,7.450000,0.062555,0.401554,-0.560246
895,7.458333,0.061946,0.402738,-0.563119
896,7.466667,0.061734,0.403204,-0.565850
897,7.475000,0.061329,0.404644,-0.567977
898,7.483333,0.060766,0.405556,-0.570341
899,7.491667,0.059661,0.406785,-0.573095
900,7.500000,0.058132,0.408243,-0.575576
901,7.508333,0.056943,0.409414,-0.577946
902,7.516667,0.055929,0.410846,-0.580477
903,7.525000,0.055233,0.412311,-0.583113
904,7.533333,0.055045,0.413525,-0.585919
905,7.541667,0.055148,0.414371,-0.588784
906,7.550000,0.054714,0.416001,-0.591205
907,7.558333,0.054033,0.417311,-0.593860
908,7.566667,0.053455,0.418415,-0.596729
909,7.575000,0.053051,0.419761,-0.599329
910,7.583333,0.052950,0.421011,-0.601925
911,7.591667,0.052843,0.422426,-0.604470
912,7.600000,0.053276,0.423376,-0.607113
913,7.608333,0.053560,0.424705,-0.609529
914,7.616667,0.053773,0.425895,-0.612027
915,7.625000,0.054223,0.427054,-0.614530
916,7.633333,0.054764,0.428101,-0.617166
917,7.641667,0.055182,0.429414,-0.619466
918,7.650000,0.055580,0.430516,-0.621816
919,7.658333,0.055884,0.431683,-0.624319
920,7.666667,0.056077,0.432939,-0.626610
921,7.675000,0.056291,0.433904,-0.628892
922,7.683333,0.056307,0.435176,-0.631201
923,7.691667,0.056408,0.436203,-0.633369
924,7.700000,0.056388,0.437381,-0.635588
925,7.708333,0.056492,0.438325,-0.637742
926,7.716667,0.056288,0.439667,-0.639883
927,7.725000,0.056657,0.440623,-0.642443
928,7.733333,0.056848,0.441855,-0.644753
929,7.741667,0.057017,0.442844,-0.647461
930,7.750000,0.057126,0.444250,-0.649857
931,7.758333,0.057178,0.445647,-0.652403
932,7.766667,0.057533,0.446722,-0.655145
933,7.775000,0.057772,0.448059,-0.657842
934,7.783333,0.057948,0.449498,-0.660670
935,7.791667,0.058266,0.450871,-0.663536
936,7.800000,0.058536,0.452226,-0.666412
937,7.808333,0.058581,0.453816,-0.669273
938,7.816667,0.058785,0.455188,-0.672225
939,7.825000,0.059054,0.456620,-0.675199
940,7.833333,0.059225,0.458088,-0.678374
941,7.841667,0.059281,0.459714,-0.681376
942,7.850000,0.059444,0.461304,-0.684542
943,7.858333,0.059735,0.462759,-0.687930
944,7.866667,0.059977,0.464369,-0.691209
945,7.875000,0.059973,0.466084,-0.694387
946,7.883333,0.060122,0.467596,-0.697860
947,7.891667,0.060272,0.469285,-0.701049
948,7.900000,0.060300,0.471017,-0.704445
949,7.908333,0.060366,0.472717,-0.707653
950,7.916667,0.060584,0.474161,-0.711090
951,7.925000,0.060518,0.475784,-0.714303
952,7.933333,0.060646,0.477447,-0.717462
953,7.941667,0.060807,0.478867,-0.720886
954,7.950000,0.060831,0.480553,-0.723903
955,7.958333,0.060887,0.482219,-0.726990
956,7.966667,0.061147,0.483560,-0.730265
957,7.975000,0.061272,0.485089,-0.733309
958,7.983333,0.061324,0.486776,-0.736225
959,7.991667,0.061436,0.488295,-0.739181
960,8.000000,0.061620,0.489623,-0.742133
961,8.008333,0.061893,0.490991,-0.744976
962,8.016667,0.062171,0.492179,-0.747781
963,8.025000,0.062120,0.493716,-0.750378
964,8.033333,0.062274,0.494967,-0.752944
965,8.041667,0.062405,0.496098,-0.755278
966,8.050000,0.062614,0.497181,-0.757597
967,8.058333,0.062810,0.498241,-0.759758
968,8.066667,0.062806,0.499224,-0.761699
969,8.075000,0.062848,0.500280,-0.763457
970,8.083333,0.063176,0.501262,-0.765227
971,8.091667,0.064420,0.501556,-0.766775
972,8.100000,0.064339,0.502721,-0.768540
973,8.108333,0.064167,0.503557,-0.769960
974,8.116667,0.064164,0.503726,-0.770892
975,8.125000,0.063873,0.504285,-0.772148
976,8.133333,0.063711,0.505238,-0.773363
977,8.141667,0.064240,0.505248,-0.774172
978,8.150000,0.064255,0.505799,-0.775088
979,8.158333,0.063798,0.506728,-0.776058
980,8.166667,0.064209,0.506673,-0.776554
981,8.175000,0.064619,0.506737,-0.777293
982,8.183333,0.064106,0.507584,-0.777897
983,8.191667,0.064181,0.507694,-0.778200
984,8.200000,0.064725,0.507271,-0.778094
985,8.208333,0.064737,0.507361,-0.777901
986,8.216667,0.064715,0.507478,-0.777489
987,8.225000,0.064669,0.507442,-0.777130
988,8.233333,0.064642,0.507323,-0.776398
989,8.241667,0.064491,0.507349,-0.775663
990,8.250000,0.064359,0.507368,-0.774782
991,8.258333,0.064339,0.507155,-0.773931
992,8.266667,0.063780,0.507632,-0.773146
993,8.275000,0.063655,0.507599,-0.772200
994,8.283333,0.063602,0.507460,-0.771305
995,8.291667,0.063489,0.507377,-0.770577
996,8.300000,0.063326,0.507367,-0.769930
997,8.308333,0.063146,0.507457,-0.769381
998,8.316667,0.062985,0.507529,-0.769115
999,8.325000,0.062719,0.507827,-0.768927
1000,8.333333,0.062614,0.508066,-0.769017
1001,8.341667,0.062484,0.508426,-0.769324
1002,8.350000,0.062748,0.508327,-0.769726
1003,8.358333,0.062310,0.509089,-0.770810
1004,8.366667,0.062151,0.509435,-0.771979
1005,8.375000,0.061837,0.509912,-0.773080
1006,8.383333,0.061800,0.510269,-0.774450
1007,8.391667,0.061710,0.510597,-0.775943
1008,8.400000,0.062050,0.510431,-0.777215
1009,8.408333,0.061658,0.511099,-0.778787
1010,8.416667,0.061486,0.511506,-0.779952
1011,8.425000,0.061571,0.511782,-0.781106
1012,8.433333,0.061552,0.512085,-0.781877
1013,8.441667,0.061633,0.512337,-0.782583
1014,8.450000,0.061702,0.512493,-0.783058
1015,8.458333,0.061812,0.512543,-0.783248
1016,8.466667,0.061931,0.512548,-0.783276
1017,8.475000,0.062004,0.512535,-0.783187
1018,8.483333,0.062019,0.512514,-0.783048
1019,8.491667,0.061940,0.512554,-0.782826
1020,8.500000,0.061961,0.512462,-0.782777
1021,8.508333,0.061918,0.512448,-0.782767
1022,8.516667,0.061872,0.512430,-0.782851
1023,8.525000,0.061760,0.512470,-0.783036
1024,8.533333,0.061609,0.512527,-0.783231
1025,8.541667,0.061513,0.512403,-0.783670
1026,8.550000,0.061456,0.512241,-0.784178
1027,8.558333,0.061359,0.512211,-0.784531
1028,8.566667,0.061538,0.511895,-0.784889
1029,8.575000,0.061397,0.511964,-0.785195
1030,8.583333,0.060850,0.512418,-0.785812
1031,8.591667,0.060731,0.512476,-0.786157
1032,8.600000,0.060631,0.512415,-0.786614
1033,8.608333,0.060608,0.512359,-0.787021
1034,8.616667,0.060575,0.512362,-0.787240
1035,8.625000,0.060597,0.512352,-0.787436
1036,8.633333,0.060649,0.512251,-0.787686
1037,8.641667,0.060651,0.512254,-0.787684
1038,8.650000,0.060629,0.512243,-0.787608
1039,8.658333,0.060579,0.512316,-0.787440
1040,8.666667,0.060580,0.512227,-0.787381
1041,8.675000,0.060549,0.512038,-0.787229
1042,8.683333,0.060903,0.511450,-0.786539
1043,8.691667,0.060630,0.511593,-0.786272
1044,8.700000,0.060623,0.511387,-0.785608
1045,8.708333,0.061002,0.510657,-0.784782
1046,8.716667,0.061298,0.510051,-0.784187
1047,8.725000,0.061300,0.509849,-0.783350
1048,8.733333,0.061401,0.509394,-0.782523
1049,8.741667,0.061022,0.509438,-0.781917
1050,8.750000,0.061442,0.508649,-0.780825
1051,8.758333,0.061220,0.508734,-0.780138
1052,8.766667,0.061904,0.507732,-0.779109
1053,8.775000,0.061966,0.507552,-0.778161
1054,8.783333,0.062086,0.507191,-0.777240
1055,8.791667,0.061826,0.507320,-0.776665
1056,8.800000,0.061963,0.506980,-0.775841
1057,8.808333,0.062060,0.506784,-0.775106
1058,8.816667,0.062707,0.506017,-0.774211
1059,8.825000,0.062456,0.506088,-0.773685
1060,8.833333,0.062486,0.505897,-0.773170
1061,8.841667,0.062881,0.505391,-0.772362
1062,8.850000,0.062578,0.505434,-0.772135
1063,8.858333,0.062518,0.505345,-0.771739
1064,8.866667,0.062532,0.505183,-0.771525
1065,8.875000,0.062444,0.505126,-0.771245
1066,8.883333,0.062363,0.505073,-0.771116
1067,8.891667,0.062287,0.505041,-0.771080
1068,8.900000,0.062202,0.505016,-0.771097
1069,8.908333,0.062139,0.504996,-0.771160
1070,8.916667,0.062104,0.504979,-0.771245
1071,8.925000,0.062092,0.504979,-0.771322
1072,8.933333,0.062128,0.504957,-0.771452
1073,8.941667,0.062154,0.504951,-0.771501
1074,8.950000,0.062162,0.504954,-0.771519
1075,8.958333,0.062157,0.504965,-0.771521
1076,8.966667,0.062155,0.504961,-0.771512
1077,8.975000,0.062159,0.504961,-0.771493
1078,8.983333,0.062164,0.504953,-0.771478
1079,8.991667,0.062163,0.504953,-0.771462
1080,9.000000,0.062158,0.504956,-0.771446
1081,9.008333,0.062154,0.504952,-0.771447
1082,9.016667,0.062157,0.504952,-0.771449
1083,9.025000,0.062161,0.504956,-0.771455
1084,9.033333,0.062159,0.504954,-0.771470
1085,9.041667,0.062158,0.504960,-0.771478
1086,9.050000,0.062155,0.504964,-0.771482
1087,9.058333,0.062163,0.504954,-0.771486
1088,9.066667,0.062158,0.504957,-0.771474
1089,9.075000,0.062161,0.504957,-0.771466
1090,9.083333,0.062160,0.504955,-0.771447
1091,9.091667,0.062163,0.504947,-0.771435
1092,9.100000,0.062125,0.504978,-0.771346
1093,9.108333,0.062126,0.504977,-0.771342
1094,9.116667,0.062121,0.504980,-0.771336
1095,9.125000,0.062121,0.504981,-0.771337
1096,9.133333,0.062125,0.504973,-0.771346
1097,9.141667,0.062123,0.504979,-0.771346
1098,9.150000,0.062132,0.504973,-0.771353
1099,9.158333,0.062123,0.504974,-0.771330
1100,9.166667,0.062121,0.504986,-0.771302
1101,9.175000,0.062116,0.504990,-0.771263
1102,9.183333,0.062124,0.504975,-0.771219
1103,9.191667,0.062109,0.504989,-0.771153
1104,9.200000,0.062108,0.504987,-0.771088
1105,9.208333,0.062084,0.505024,-0.770910
1106,9.216667,0.062082,0.505023,-0.770852
1107,9.225000,0.062071,0.505030,-0.770789
1108,9.233333,0.062070,0.505018,-0.770742
1109,9.241667,0.062069,0.505004,-0.770693
1110,9.250000,0.062067,0.505003,-0.770646
1111,9.258333,0.062061,0.504999,-0.770606
1112,9.266667,0.062061,0.504990,-0.770576
1113,9.275000,0.062115,0.504850,-0.770573
1114,9.283333,0.062115,0.504846,-0.770545
1115,9.291667,0.062111,0.504848,-0.770525
1116,9.300000,0.062112,0.504853,-0.770501
1117,9.308333,0.062108,0.504851,-0.770488
1118,9.316667,0.062112,0.504848,-0.770477
1119,9.325000,0.062114,0.504850,-0.770469
1120,9.333333,0.062124,0.504852,-0.770463
1121,9.341667,0.062136,0.504851,-0.770457
1122,9.350000,0.062145,0.504866,-0.770441
1123,9.358333,0.062161,0.504862,-0.770432
1124,9.366667,0.062181,0.504869,-0.770415
1125,9.375000,0.062206,0.504877,-0.770399
1126,9.383333,0.062236,0.504878,-0.770379
1127,9.391667,0.062227,0.504922,-0.770293
1128,9.400000,0.062277,0.504893,-0.770384
1129,9.408333,0.062296,0.504891,-0.770437
1130,9.416667,0.062262,0.505001,-0.770542
1131,9.425000,0.062242,0.504990,-0.770777
1132,9.433333,0.062345,0.504705,-0.771485
1133,9.441667,0.062398,0.504386,-0.772121
1134,9.450000,0.062636,0.504783,-0.772347
1135,9.458333,0.062936,0.505070,-0.772196
1136,9.466667,0.063792,0.504209,-0.771819
1137,9.475000,0.063764,0.504372,-0.771315
1138,9.483333,0.064430,0.503837,-0.770326
1139,9.491667,0.064972,0.502992,-0.769147
1140,9.500000,0.065746,0.501957,-0.767560
1141,9.508333,0.066572,0.501010,-0.765518
1142,9.516667,0.067512,0.499617,-0.763191
1143,9.525000,0.068671,0.498018,-0.760595
