Format Version,1.23,Take Name,BeigeRubber_240610_001,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-06-10 10.55.03.015 AM,Capture Start Frame,442731,Total Frames in Take,2249,Total Exported Frames,2249,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
273,2.275000,-55.037251,19.601376,79.522484,-0.831508,0.110468,-0.828208,0.000691,-0.050755,-0.056242,-0.037863,0.647988,0.042138,0.044624,0.027206,0.572654,0.008617,0.011618,0.010657,0.818444,-0.801649,0.032991,-0.808073,-0.855732,0.171289,-0.847598,-0.837414,0.126848,-0.828918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,2.283333,-55.186245,19.789894,79.677902,-0.831492,0.110491,-0.828217,0.000687,-0.050755,-0.056242,-0.037863,0.647988,0.042138,0.044624,0.027206,0.572654,0.008617,0.011618,0.010657,0.818444,-0.801624,0.033042,-0.808080,-0.855726,0.171301,-0.847606,-0.837391,0.126860,-0.828930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,2.291667,-55.104736,19.681355,79.585281,-0.831508,0.110473,-0.828211,0.000698,-0.050755,-0.056242,-0.037863,0.658242,0.042138,0.044624,0.027206,0.575564,0.008617,0.011618,0.010657,0.814082,-0.801671,0.032977,-0.808063,-0.855720,0.171308,-0.847613,-0.837402,0.126857,-0.828924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,2.300000,-55.124504,19.708834,79.612000,-0.831502,0.110471,-0.828206,0.000694,-0.050755,-0.056242,-0.037863,0.643823,0.042138,0.044624,0.027206,0.573656,0.008617,0.011618,0.010657,0.821777,-0.801661,0.032979,-0.808064,-0.855735,0.171288,-0.847601,-0.837384,0.126866,-0.828918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,2.308333,-55.124870,19.698050,79.611626,-0.831508,0.110466,-0.828209,0.000697,-0.050755,-0.056242,-0.037863,0.642612,0.042138,0.044624,0.027206,0.569195,0.008617,0.011618,0.010657,0.819219,-0.801660,0.032975,-0.808061,-0.855735,0.171294,-0.847608,-0.837402,0.126851,-0.828923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,2.316667,-55.061638,19.625456,79.538185,-0.831509,0.110463,-0.828209,0.000700,-0.050755,-0.056242,-0.037863,0.642612,0.042138,0.044624,0.027206,0.569195,0.008617,0.011618,0.010657,0.819219,-0.801674,0.032963,-0.808059,-0.855724,0.171297,-0.847613,-0.837405,0.126848,-0.828919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,2.325000,-55.060368,19.624828,79.532875,-0.831503,0.110468,-0.828206,0.000695,-0.050755,-0.056242,-0.037863,0.640871,0.042138,0.044624,0.027206,0.568389,0.008617,0.011618,0.010657,0.819454,-0.801657,0.032987,-0.808056,-0.855712,0.171299,-0.847609,-0.837407,0.126845,-0.828918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,2.333333,-55.112465,19.684229,79.600174,-0.831490,0.110482,-0.828212,0.000697,-0.050755,-0.056242,-0.037863,0.641655,0.042138,0.044624,0.027206,0.568444,0.008617,0.011618,0.010657,0.819573,-0.801643,0.032987,-0.808066,-0.855713,0.171312,-0.847609,-0.837387,0.126867,-0.828927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,2.341667,-55.263367,19.883518,79.753883,-0.831503,0.110483,-0.828212,0.000689,-0.050755,-0.056242,-0.037863,0.658351,0.042138,0.044624,0.027206,0.577113,0.008617,0.011618,0.010657,0.814400,-0.801645,0.033033,-0.808068,-0.855745,0.171289,-0.847609,-0.837384,0.126857,-0.828925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,2.350000,-55.173397,19.752819,79.665466,-0.831491,0.110477,-0.828211,0.000695,-0.050755,-0.056242,-0.037863,0.658351,0.042138,0.044624,0.027206,0.577113,0.008617,0.011618,0.010657,0.814400,-0.801631,0.032996,-0.808062,-0.855726,0.171301,-0.847609,-0.837384,0.126859,-0.828927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,2.358333,-55.143211,19.735624,79.631142,-0.831483,0.110483,-0.828213,0.000697,-0.050755,-0.056242,-0.037863,0.645361,0.042138,0.044624,0.027206,0.569377,0.008617,0.011618,0.010657,0.818197,-0.801651,0.032984,-0.808069,-0.855703,0.171312,-0.847608,-0.837373,0.126870,-0.828927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,2.366667,-55.165413,19.752298,79.657707,-0.831491,0.110473,-0.828207,0.000694,-0.050755,-0.056242,-0.037863,0.643475,0.042138,0.044624,0.027206,0.570831,0.008617,0.011618,0.010657,0.820976,-0.801644,0.032983,-0.808062,-0.855721,0.171295,-0.847600,-0.837378,0.126865,-0.828925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,2.375000,-55.189575,19.790186,79.680008,-0.831487,0.110478,-0.828208,0.000693,-0.050755,-0.056242,-0.037863,0.642276,0.042138,0.044624,0.027206,0.570179,0.008617,0.011618,0.010657,0.820901,-0.801654,0.032979,-0.808059,-0.855707,0.171305,-0.847599,-0.837373,0.126870,-0.828931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,2.383333,-55.050488,19.606905,79.532379,-0.831482,0.110478,-0.828213,0.000694,-0.050755,-0.056242,-0.037863,0.642276,0.042138,0.044624,0.027206,0.570179,0.008617,0.011618,0.010657,0.820901,-0.801618,0.033004,-0.808070,-0.855709,0.171302,-0.847612,-0.837391,0.126852,-0.828922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,2.391667,-55.090004,19.669853,79.576302,-0.831500,0.110468,-0.828210,0.000693,-0.050755,-0.056242,-0.037863,0.646890,0.042138,0.044624,0.027206,0.571839,0.008617,0.011618,0.010657,0.818579,-0.801652,0.032985,-0.808072,-0.855722,0.171292,-0.847603,-0.837396,0.126851,-0.828921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,2.400000,-55.032005,19.588600,79.506836,-0.831500,0.110469,-0.828214,0.000694,-0.050755,-0.056242,-0.037863,0.645978,0.042138,0.044624,0.027206,0.569270,0.008617,0.011618,0.010657,0.818875,-0.801649,0.032986,-0.808067,-0.855709,0.171299,-0.847614,-0.837405,0.126851,-0.828927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,2.408333,-55.033215,19.591938,79.508202,-0.831508,0.110460,-0.828206,0.000692,-0.050755,-0.056242,-0.037863,0.645978,0.042138,0.044624,0.027206,0.569270,0.008617,0.011618,0.010657,0.818875,-0.801655,0.032979,-0.808060,-0.855720,0.171287,-0.847604,-0.837418,0.126839,-0.828920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,2.416667,-55.175182,19.766886,79.666283,-0.831503,0.110466,-0.828207,0.000692,-0.050755,-0.056242,-0.037863,0.647121,0.042138,0.044624,0.027206,0.570608,0.008617,0.011618,0.010657,0.818038,-0.801658,0.032980,-0.808062,-0.855734,0.171286,-0.847601,-0.837390,0.126854,-0.828924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,2.425000,-55.112549,19.709106,79.593674,-0.831487,0.110497,-0.828216,0.000684,-0.050755,-0.056242,-0.037863,0.660114,0.042138,0.044624,0.027206,0.577294,0.008617,0.011618,0.010657,0.813292,-0.801626,0.033050,-0.808082,-0.855709,0.171308,-0.847607,-0.837393,0.126863,-0.828928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,2.433333,-55.070816,19.640539,79.548401,-0.831504,0.110472,-0.828207,0.000695,-0.050755,-0.056242,-0.037863,0.646310,0.042138,0.044624,0.027206,0.570117,0.008617,0.011618,0.010657,0.817600,-0.801658,0.032988,-0.808061,-0.855719,0.171301,-0.847606,-0.837406,0.126851,-0.828918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,2.441667,-55.111980,19.696121,79.595619,-0.831504,0.110480,-0.828211,0.000688,-0.050755,-0.056242,-0.037863,0.646310,0.042138,0.044624,0.027206,0.570117,0.008617,0.011618,0.010657,0.817600,-0.801643,0.033023,-0.808073,-0.855735,0.171290,-0.847605,-0.837402,0.126855,-0.828922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,2.450000,-54.944828,19.477879,79.423462,-0.831509,0.110470,-0.828210,0.000696,-0.050755,-0.056242,-0.037863,0.654876,0.042138,0.044624,0.027206,0.576232,0.008617,0.011618,0.010657,0.816116,-0.801645,0.032989,-0.808074,-0.855727,0.171299,-0.847605,-0.837428,0.126845,-0.828915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,2.458333,-55.071354,19.638140,79.546829,-0.831509,0.110483,-0.828210,0.000687,-0.050755,-0.056242,-0.037863,0.654053,0.042138,0.044624,0.027206,0.577036,0.008617,0.011618,0.010657,0.817800,-0.801644,0.033025,-0.808065,-0.855740,0.171289,-0.847609,-0.837410,0.126862,-0.828923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,2.466667,-55.008007,19.557833,79.488914,-0.831509,0.110471,-0.828211,0.000698,-0.050755,-0.056242,-0.037863,0.643744,0.042138,0.044624,0.027206,0.570658,0.008617,0.011618,0.010657,0.818258,-0.801655,0.032984,-0.808072,-0.855734,0.171298,-0.847609,-0.837416,0.126850,-0.828918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,2.475000,-55.030060,19.587135,79.506638,-0.831502,0.110474,-0.828212,0.000694,-0.050755,-0.056242,-0.037863,0.643744,0.042138,0.044624,0.027206,0.570658,0.008617,0.011618,0.010657,0.818258,-0.801659,0.032979,-0.808064,-0.855715,0.171302,-0.847609,-0.837406,0.126863,-0.828928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,2.483333,-55.104546,19.668846,79.582268,-0.831511,0.110467,-0.828211,0.000697,-0.050755,-0.056242,-0.037863,0.642102,0.042138,0.044624,0.027206,0.570208,0.008617,0.011618,0.010657,0.820853,-0.801672,0.032966,-0.808052,-0.855727,0.171300,-0.847614,-0.837410,0.126854,-0.828932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,2.491667,-55.016983,19.567656,79.494339,-0.831494,0.110477,-0.828211,0.000690,-0.050755,-0.056242,-0.037863,0.643615,0.042138,0.044624,0.027206,0.571288,0.008617,0.011618,0.010657,0.820737,-0.801642,0.032988,-0.808065,-0.855709,0.171299,-0.847604,-0.837405,0.126864,-0.828929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,2.500000,-54.993546,19.537979,79.466682,-0.831507,0.110473,-0.828207,0.000693,-0.050755,-0.056242,-0.037863,0.643615,0.042138,0.044624,0.027206,0.571288,0.008617,0.011618,0.010657,0.820737,-0.801660,0.032978,-0.808059,-0.855715,0.171303,-0.847606,-0.837418,0.126858,-0.828922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,2.508333,-55.078613,19.661163,79.556831,-0.831491,0.110493,-0.828215,0.000685,-0.050755,-0.056242,-0.037863,0.641914,0.042138,0.044624,0.027206,0.568903,0.008617,0.011618,0.010657,0.820256,-0.801632,0.033036,-0.808077,-0.855706,0.171309,-0.847607,-0.837400,0.126864,-0.828929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,2.516667,-55.050610,19.611963,79.529190,-0.831494,0.110478,-0.828210,0.000693,-0.050755,-0.056242,-0.037863,0.643893,0.042138,0.044624,0.027206,0.570152,0.008617,0.011618,0.010657,0.819863,-0.801647,0.032988,-0.808063,-0.855710,0.171305,-0.847607,-0.837397,0.126864,-0.828924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,2.525000,-55.153931,19.736599,79.643784,-0.831492,0.110479,-0.828212,0.000695,-0.050755,-0.056242,-0.037863,0.644455,0.042138,0.044624,0.027206,0.571218,0.008617,0.011618,0.010657,0.819820,-0.801642,0.032992,-0.808066,-0.855724,0.171300,-0.847608,-0.837381,0.126867,-0.828928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,2.533333,-55.121265,19.699703,79.603935,-0.831497,0.110473,-0.828210,0.000697,-0.050755,-0.056242,-0.037863,0.644455,0.042138,0.044624,0.027206,0.571218,0.008617,0.011618,0.010657,0.819820,-0.801650,0.032987,-0.808061,-0.855710,0.171310,-0.847610,-0.837399,0.126849,-0.828926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,2.541667,-55.145519,19.752401,79.634026,-0.831497,0.110488,-0.828215,0.000688,-0.050755,-0.056242,-0.037863,0.645451,0.042138,0.044624,0.027206,0.567209,0.008617,0.011618,0.010657,0.816629,-0.801650,0.033020,-0.808082,-0.855720,0.171304,-0.847603,-0.837384,0.126870,-0.828927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,2.550000,-55.001045,19.539524,79.480049,-0.831505,0.110476,-0.828209,0.000698,-0.050755,-0.056242,-0.037863,0.641720,0.042138,0.044624,0.027206,0.568581,0.008617,0.011618,0.010657,0.819693,-0.801647,0.032985,-0.808063,-0.855725,0.171305,-0.847609,-0.837415,0.126859,-0.828920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,2.558333,-55.053761,19.607046,79.529915,-0.831504,0.110470,-0.828211,0.000697,-0.050755,-0.056242,-0.037863,0.640954,0.042138,0.044624,0.027206,0.567754,0.008617,0.011618,0.010657,0.819354,-0.801659,0.032974,-0.808058,-0.855718,0.171302,-0.847615,-0.837408,0.126853,-0.828927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,2.566667,-55.052830,19.613733,79.535973,-0.831508,0.110471,-0.828211,0.000694,-0.050755,-0.056242,-0.037863,0.640954,0.042138,0.044624,0.027206,0.567754,0.008617,0.011618,0.010657,0.819354,-0.801650,0.032991,-0.808070,-0.855731,0.171297,-0.847607,-0.837416,0.126848,-0.828922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,2.575000,-55.190426,19.796986,79.677185,-0.831495,0.110478,-0.828216,0.000694,-0.050755,-0.056242,-0.037863,0.646457,0.042138,0.044624,0.027206,0.570475,0.008617,0.011618,0.010657,0.817319,-0.801667,0.032984,-0.808069,-0.855718,0.171300,-0.847611,-0.837374,0.126871,-0.828934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,2.583333,-55.143135,19.717995,79.634155,-0.831509,0.110467,-0.828213,0.000694,-0.050755,-0.056242,-0.037863,0.642908,0.042138,0.044624,0.027206,0.570643,0.008617,0.011618,0.010657,0.821280,-0.801655,0.032977,-0.808066,-0.855742,0.171288,-0.847607,-0.837402,0.126859,-0.828933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,2.591667,-55.157894,19.749779,79.646362,-0.831515,0.110464,-0.828212,0.000696,-0.050755,-0.056242,-0.037863,0.645352,0.042138,0.044624,0.027206,0.569744,0.008617,0.011618,0.010657,0.818516,-0.801672,0.032976,-0.808067,-0.855737,0.171293,-0.847608,-0.837405,0.126848,-0.828928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,2.600000,-54.996235,19.553638,79.466721,-0.831510,0.110479,-0.828212,0.000691,-0.050755,-0.056242,-0.037863,0.645352,0.042138,0.044624,0.027206,0.569744,0.008617,0.011618,0.010657,0.818516,-0.801647,0.033021,-0.808074,-0.855719,0.171302,-0.847613,-0.837426,0.126845,-0.828917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,2.608333,-54.985199,19.532944,79.460037,-0.831505,0.110471,-0.828215,0.000698,-0.050755,-0.056242,-0.037863,0.654994,0.042138,0.044624,0.027206,0.572754,0.008617,0.011618,0.010657,0.814132,-0.801652,0.032988,-0.808075,-0.855714,0.171307,-0.847617,-0.837424,0.126839,-0.828920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,2.616667,-55.117676,19.706783,79.608002,-0.831531,0.110473,-0.828217,0.000691,-0.050755,-0.056242,-0.037863,0.656140,0.042138,0.044624,0.027206,0.574648,0.008617,0.011618,0.010657,0.812948,-0.801664,0.033019,-0.808088,-0.855764,0.171288,-0.847609,-0.837435,0.126838,-0.828921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,2.625000,-55.097263,19.667156,79.582588,-0.831520,0.110465,-0.828212,0.000700,-0.050755,-0.056242,-0.037863,0.642923,0.042138,0.044624,0.027206,0.568215,0.008617,0.011618,0.010657,0.818994,-0.801672,0.032974,-0.808067,-0.855742,0.171298,-0.847612,-0.837414,0.126849,-0.828923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,2.633333,-55.148350,19.732071,79.636581,-0.831524,0.110458,-0.828208,0.000700,-0.050755,-0.056242,-0.037863,0.642923,0.042138,0.044624,0.027206,0.568215,0.008617,0.011618,0.010657,0.818994,-0.801677,0.032970,-0.808062,-0.855749,0.171293,-0.847608,-0.837419,0.126834,-0.828920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,2.641667,-55.099022,19.673050,79.578377,-0.831516,0.110461,-0.828213,0.000701,-0.050755,-0.056242,-0.037863,0.644732,0.042138,0.044624,0.027206,0.566455,0.008617,0.011618,0.010657,0.815242,-0.801673,0.032973,-0.808064,-0.855726,0.171302,-0.847617,-0.837418,0.126832,-0.828924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,2.650000,-55.104027,19.680319,79.593285,-0.831515,0.110468,-0.828215,0.000700,-0.050755,-0.056242,-0.037863,0.644062,0.042138,0.044624,0.027206,0.567667,0.008617,0.011618,0.010657,0.817425,-0.801666,0.032978,-0.808076,-0.855736,0.171303,-0.847614,-0.837410,0.126847,-0.828922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,2.658333,-55.135715,19.722845,79.626862,-0.831521,0.110459,-0.828214,0.000695,-0.050755,-0.056242,-0.037863,0.644062,0.042138,0.044624,0.027206,0.567667,0.008617,0.011618,0.010657,0.817425,-0.801671,0.032974,-0.808073,-0.855742,0.171288,-0.847604,-0.837424,0.126836,-0.828930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,2.666667,-55.068588,19.641283,79.546623,-0.831519,0.110460,-0.828212,0.000697,-0.050755,-0.056242,-0.037863,0.646135,0.042138,0.044624,0.027206,0.569682,0.008617,0.011618,0.010657,0.816844,-0.801680,0.032969,-0.808067,-0.855734,0.171290,-0.847611,-0.837412,0.126847,-0.828923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,2.675000,-55.012550,19.560019,79.483421,-0.831505,0.110462,-0.828212,0.000698,-0.050755,-0.056242,-0.037863,0.642598,0.042138,0.044624,0.027206,0.569240,0.008617,0.011618,0.010657,0.819394,-0.801661,0.032970,-0.808062,-0.855718,0.171292,-0.847618,-0.837409,0.126846,-0.828922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,2.683333,-55.091125,19.669819,79.573647,-0.831510,0.110469,-0.828212,0.000698,-0.050755,-0.056242,-0.037863,0.643291,0.042138,0.044624,0.027206,0.567264,0.008617,0.011618,0.010657,0.817195,-0.801673,0.032974,-0.808067,-0.855719,0.171309,-0.847609,-0.837412,0.126847,-0.828925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,2.691667,-55.114006,19.691744,79.603859,-0.831526,0.110457,-0.828213,0.000695,-0.050755,-0.056242,-0.037863,0.643291,0.042138,0.044624,0.027206,0.567264,0.008617,0.011618,0.010657,0.817195,-0.801677,0.032967,-0.808071,-0.855753,0.171281,-0.847605,-0.837417,0.126847,-0.828928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,2.700000,-55.023182,19.590567,79.497131,-0.831503,0.110474,-0.828212,0.000696,-0.050755,-0.056242,-0.037863,0.643675,0.042138,0.044624,0.027206,0.570907,0.008617,0.011618,0.010657,0.820714,-0.801672,0.032976,-0.808070,-0.855713,0.171301,-0.847610,-0.837396,0.126868,-0.828923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,2.708333,-55.067402,19.632690,79.555244,-0.831504,0.110470,-0.828211,0.000698,-0.050755,-0.056242,-0.037863,0.639130,0.042138,0.044624,0.027206,0.568195,0.008617,0.011618,0.010657,0.821594,-0.801661,0.032967,-0.808068,-0.855723,0.171303,-0.847603,-0.837401,0.126862,-0.828925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,2.716667,-55.041565,19.612375,79.522949,-0.831505,0.110477,-0.828210,0.000691,-0.050755,-0.056242,-0.037863,0.647072,0.042138,0.044624,0.027206,0.570904,0.008617,0.011618,0.010657,0.817693,-0.801658,0.032994,-0.808072,-0.855716,0.171306,-0.847600,-0.837415,0.126855,-0.828924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,2.725000,-55.183735,19.800077,79.675056,-0.831504,0.110482,-0.828214,0.000688,-0.050755,-0.056242,-0.037863,0.647072,0.042138,0.044624,0.027206,0.570904,0.008617,0.011618,0.010657,0.817693,-0.801660,0.033014,-0.808080,-0.855729,0.171298,-0.847601,-0.837389,0.126865,-0.828927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,2.733333,-55.084431,19.686790,79.565453,-0.831506,0.110482,-0.828214,0.000690,-0.050755,-0.056242,-0.037863,0.653692,0.042138,0.044624,0.027206,0.575546,0.008617,0.011618,0.010657,0.817418,-0.801666,0.033015,-0.808084,-0.855716,0.171305,-0.847602,-0.837404,0.126855,-0.828921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,2.741667,-55.073620,19.650774,79.559326,-0.831503,0.110474,-0.828210,0.000689,-0.050755,-0.056242,-0.037863,0.646731,0.042138,0.044624,0.027206,0.572962,0.008617,0.011618,0.010657,0.820410,-0.801655,0.032991,-0.808072,-0.855722,0.171295,-0.847597,-0.837401,0.126863,-0.828925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,2.750000,-55.012318,19.584755,79.486244,-0.831511,0.110471,-0.828208,0.000697,-0.050755,-0.056242,-0.037863,0.643045,0.042138,0.044624,0.027206,0.568811,0.008617,0.011618,0.010657,0.819456,-0.801684,0.032971,-0.808068,-0.855706,0.171311,-0.847604,-0.837410,0.126857,-0.828918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,2.758333,-55.115566,19.709249,79.595177,-0.831507,0.110477,-0.828211,0.000704,-0.050755,-0.056242,-0.037863,0.643045,0.042138,0.044624,0.027206,0.568811,0.008617,0.011618,0.010657,0.819456,-0.801689,0.032969,-0.808063,-0.855708,0.171324,-0.847611,-0.837399,0.126857,-0.828922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,2.766667,-55.097424,19.692728,79.583710,-0.831501,0.110488,-0.828211,0.000696,-0.050755,-0.056242,-0.037863,0.641415,0.042138,0.044624,0.027206,0.568564,0.008617,0.011618,0.010657,0.820323,-0.801677,0.032981,-0.808072,-0.855701,0.171327,-0.847597,-0.837397,0.126878,-0.828929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,2.775000,-55.105534,19.680799,79.600479,-0.831500,0.110482,-0.828208,0.000696,-0.050755,-0.056242,-0.037863,0.641756,0.042138,0.044624,0.027206,0.568648,0.008617,0.011618,0.010657,0.820359,-0.801648,0.032986,-0.808069,-0.855722,0.171311,-0.847594,-0.837402,0.126870,-0.828926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,2.783333,-55.146214,19.743742,79.638184,-0.831499,0.110475,-0.828203,0.000698,-0.050755,-0.056242,-0.037863,0.641756,0.042138,0.044624,0.027206,0.568648,0.008617,0.011618,0.010657,0.820359,-0.801672,0.032965,-0.808061,-0.855716,0.171309,-0.847591,-0.837382,0.126873,-0.828922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,2.791667,-54.998222,19.550898,79.473854,-0.831488,0.110481,-0.828208,0.000698,-0.050755,-0.056242,-0.037863,0.639685,0.042138,0.044624,0.027206,0.569061,0.008617,0.011618,0.010657,0.822560,-0.801651,0.032973,-0.808060,-0.855681,0.171327,-0.847603,-0.837405,0.126865,-0.828925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,2.800000,-55.039749,19.614023,79.518478,-0.831496,0.110476,-0.828208,0.000695,-0.050755,-0.056242,-0.037863,0.642789,0.042138,0.044624,0.027206,0.568331,0.008617,0.011618,0.010657,0.819634,-0.801663,0.032976,-0.808066,-0.855695,0.171314,-0.847600,-0.837398,0.126861,-0.828923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,2.808333,-55.067413,19.654930,79.546173,-0.831471,0.110492,-0.828211,0.000700,-0.050755,-0.056242,-0.037863,0.637474,0.042138,0.044624,0.027206,0.567593,0.008617,0.011618,0.010657,0.821364,-0.801661,0.032972,-0.808067,-0.855665,0.171336,-0.847603,-0.837364,0.126886,-0.828927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,2.816667,-54.908924,19.458872,79.377205,-0.831483,0.110480,-0.828209,0.000698,-0.050755,-0.056242,-0.037863,0.637474,0.042138,0.044624,0.027206,0.567593,0.008617,0.011618,0.010657,0.821364,-0.801651,0.032981,-0.808075,-0.855673,0.171322,-0.847605,-0.837398,0.126859,-0.828913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,2.825000,-55.152622,19.761492,79.637184,-0.831485,0.110472,-0.828201,0.000696,-0.050755,-0.056242,-0.037863,0.643644,0.042138,0.044624,0.027206,0.569088,0.008617,0.011618,0.010657,0.818204,-0.801663,0.032973,-0.808057,-0.855679,0.171317,-0.847592,-0.837385,0.126848,-0.828920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,2.833333,-55.094536,19.681654,79.580978,-0.831472,0.110487,-0.828206,0.000698,-0.050755,-0.056242,-0.037863,0.640770,0.042138,0.044624,0.027206,0.567419,0.008617,0.011618,0.010657,0.819792,-0.801643,0.032981,-0.808065,-0.855678,0.171327,-0.847598,-0.837366,0.126874,-0.828920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
