Format Version,1.23,Take Name,Soap_1,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-07-08 11.31.32.896 AM,Capture Start Frame,192254,Total Frames in Take,5449,Total Exported Frames,5449,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker
,Name,Unlabeled 1051,Unlabeled 1051,Unlabeled 1051
,ID,"C4C90","C4C90","C4C90"
,,Position,Position,Position
Frame,Time (Seconds),X,Y,Z
1115,9.291667,0.055930,0.485123,-0.733040
1116,9.300000,0.056244,0.486147,-0.735182
1117,9.308333,0.056449,0.487099,-0.737332
1118,9.316667,0.056850,0.488188,-0.739449
1119,9.325000,0.057061,0.489268,-0.741435
1120,9.333333,0.057324,0.490170,-0.743499
1121,9.341667,0.057643,0.491191,-0.745449
1122,9.350000,0.057960,0.492163,-0.747472
1123,9.358333,0.058271,0.493180,-0.749492
1124,9.366667,0.058495,0.494136,-0.751629
1125,9.375000,0.058767,0.495146,-0.753738
1126,9.383333,0.059127,0.496126,-0.755721
1127,9.391667,0.059476,0.497033,-0.757734
1128,9.400000,0.059740,0.498164,-0.759693
1129,9.408333,0.060135,0.499144,-0.761647
1130,9.416667,0.060951,0.500391,-0.763658
1131,9.425000,0.062002,0.501212,-0.765701
1132,9.433333,0.062542,0.502105,-0.767842
1133,9.441667,0.062848,0.503027,-0.770057
1134,9.450000,0.062804,0.504329,-0.771901
1135,9.458333,0.062861,0.505387,-0.773710
1136,9.466667,0.063462,0.506311,-0.775527
1137,9.475000,0.064665,0.506707,-0.777367
1138,9.483333,0.064804,0.508106,-0.779560
1139,9.491667,0.065417,0.509054,-0.781487
1140,9.500000,0.066156,0.510007,-0.783164
1141,9.508333,0.066758,0.510841,-0.784694
1142,9.516667,0.067473,0.511421,-0.786343
1143,9.525000,0.068137,0.512228,-0.787680
1144,9.533333,0.068820,0.512843,-0.788897
1145,9.541667,0.069492,0.513326,-0.789958
1146,9.550000,0.070386,0.513380,-0.790624
1147,9.558333,0.070432,0.514275,-0.791538
1148,9.566667,0.071306,0.514375,-0.791995
1149,9.575000,0.071400,0.515160,-0.792935
1150,9.583333,0.072424,0.515056,-0.793432
1151,9.591667,0.072726,0.515521,-0.793944
1152,9.600000,0.072968,0.515889,-0.794414
1153,9.608333,0.073137,0.516140,-0.794747
1154,9.616667,0.073198,0.516495,-0.795078
1155,9.625000,0.072833,0.517089,-0.795588
1156,9.633333,0.073219,0.517054,-0.795555
1157,9.641667,0.073216,0.517246,-0.795705
1158,9.650000,0.073236,0.517391,-0.795894
1159,9.658333,0.073209,0.517744,-0.796016
1160,9.666667,0.073234,0.517969,-0.796148
1161,9.675000,0.072823,0.518532,-0.796449
1162,9.683333,0.073297,0.518316,-0.796360
1163,9.691667,0.073392,0.518457,-0.796467
1164,9.700000,0.073492,0.518517,-0.796657
1165,9.708333,0.073198,0.518930,-0.797049
1166,9.716667,0.073276,0.519133,-0.797198
1167,9.725000,0.073352,0.519198,-0.797306
1168,9.733333,0.073409,0.519259,-0.797380
1169,9.741667,0.073441,0.519306,-0.797412
1170,9.750000,0.073826,0.519034,-0.797194
1171,9.758333,0.073711,0.519199,-0.797125
1172,9.766667,0.073636,0.519314,-0.797053
1173,9.775000,0.073531,0.519468,-0.796979
1174,9.783333,0.073449,0.519621,-0.796942
1175,9.791667,0.073391,0.519786,-0.796964
1176,9.800000,0.073353,0.519970,-0.797049
1177,9.808333,0.072853,0.520661,-0.797442
1178,9.816667,0.073232,0.520681,-0.797551
1179,9.825000,0.073227,0.520893,-0.797954
1180,9.833333,0.073242,0.521089,-0.798540
1181,9.841667,0.072509,0.522105,-0.799296
1182,9.850000,0.072864,0.521960,-0.799838
1183,9.858333,0.072317,0.522780,-0.800842
1184,9.866667,0.072272,0.522966,-0.801706
1185,9.875000,0.072561,0.523130,-0.802328
1186,9.883333,0.072515,0.523345,-0.803181
1187,9.891667,0.071825,0.524242,-0.804130
1188,9.900000,0.071758,0.524487,-0.804859
1189,9.908333,0.072204,0.524319,-0.805305
1190,9.916667,0.071715,0.525077,-0.806052
1191,9.925000,0.072166,0.524831,-0.806386
1192,9.933333,0.072225,0.524900,-0.806797
1193,9.941667,0.072292,0.524918,-0.807088
1194,9.950000,0.072364,0.524928,-0.807267
1195,9.958333,0.072389,0.525079,-0.807324
1196,9.966667,0.072013,0.525434,-0.807525
1197,9.975000,0.072029,0.525422,-0.807490
1198,9.983333,0.072506,0.524848,-0.807295
1199,9.991667,0.072525,0.524740,-0.807306
1200,10.000000,0.072567,0.524590,-0.807352
1201,10.008333,0.072605,0.524399,-0.807418
1202,10.016667,0.072634,0.524213,-0.807481
1203,10.025000,0.072633,0.524007,-0.807515
1204,10.033333,0.072611,0.523801,-0.807499
1205,10.041667,0.072623,0.523514,-0.807447
1206,10.050000,0.072553,0.523236,-0.807371
1207,10.058333,0.072489,0.522881,-0.807272
1208,10.066667,0.072367,0.522687,-0.807123
1209,10.075000,0.072227,0.522449,-0.806940
1210,10.083333,0.072132,0.522112,-0.806755
1211,10.091667,0.072048,0.521678,-0.806600
1212,10.100000,0.071898,0.521468,-0.806405
1213,10.108333,0.071765,0.521252,-0.806083
1214,10.116667,0.071646,0.520989,-0.805576
1215,10.125000,0.071553,0.520684,-0.804960
1216,10.133333,0.071015,0.520810,-0.804672
1217,10.141667,0.071398,0.519973,-0.803829
1218,10.150000,0.071229,0.519767,-0.803075
1219,10.158333,0.071134,0.519420,-0.802334
1220,10.166667,0.071065,0.519035,-0.801646
1221,10.175000,0.070580,0.519069,-0.801080
1222,10.183333,0.070937,0.518328,-0.800133
1223,10.191667,0.070447,0.518467,-0.799607
1224,10.200000,0.070881,0.517667,-0.798843
1225,10.208333,0.070366,0.517870,-0.798409
1226,10.216667,0.070754,0.517260,-0.797725
1227,10.225000,0.070298,0.517315,-0.797484
1228,10.233333,0.070184,0.517129,-0.797138
1229,10.241667,0.070490,0.516682,-0.796573
1230,10.250000,0.070018,0.516871,-0.796563
1231,10.258333,0.069969,0.516681,-0.796375
1232,10.266667,0.069921,0.516441,-0.796136
1233,10.275000,0.070240,0.516044,-0.795676
1234,10.283333,0.070168,0.515948,-0.795491
1235,10.291667,0.069682,0.516181,-0.795495
1236,10.300000,0.069597,0.516083,-0.795178
1237,10.308333,0.069562,0.515896,-0.794868
1238,10.316667,0.069589,0.515595,-0.794588
1239,10.325000,0.069496,0.515511,-0.794126
1240,10.333333,0.069433,0.515329,-0.793713
1241,10.341667,0.069416,0.515104,-0.793356
1242,10.350000,0.069764,0.514457,-0.792719
1243,10.358333,0.069285,0.514638,-0.792526
1244,10.366667,0.069217,0.514535,-0.792036
1245,10.375000,0.069196,0.514291,-0.791703
1246,10.383333,0.069154,0.514049,-0.791239
1247,10.391667,0.069105,0.513863,-0.790867
1248,10.400000,0.069037,0.513750,-0.790504
1249,10.408333,0.069041,0.513560,-0.790152
1250,10.416667,0.069050,0.513228,-0.789874
1251,10.425000,0.068968,0.513179,-0.789514
1252,10.433333,0.068919,0.513108,-0.789261
1253,10.441667,0.068920,0.512977,-0.789027
1254,10.450000,0.068888,0.512880,-0.788773
1255,10.458333,0.068906,0.512728,-0.788520
1256,10.466667,0.068909,0.512510,-0.788291
1257,10.475000,0.069500,0.511918,-0.787948
1258,10.483333,0.069479,0.511836,-0.787734
1259,10.491667,0.069042,0.512128,-0.787663
1260,10.500000,0.069022,0.512045,-0.787445
1261,10.508333,0.069015,0.511928,-0.787243
1262,10.516667,0.069041,0.511776,-0.787034
1263,10.525000,0.069514,0.511206,-0.786610
1264,10.533333,0.069510,0.511128,-0.786422
1265,10.541667,0.069518,0.511045,-0.786233
1266,10.550000,0.069509,0.510993,-0.786034
1267,10.558333,0.069491,0.510953,-0.785816
1268,10.566667,0.069070,0.511249,-0.785779
1269,10.575000,0.069077,0.511143,-0.785624
1270,10.583333,0.069105,0.511046,-0.785504
1271,10.591667,0.069148,0.510961,-0.785367
1272,10.600000,0.069221,0.510789,-0.785277
1273,10.608333,0.069219,0.510775,-0.785150
1274,10.616667,0.069208,0.510765,-0.785039
1275,10.625000,0.069195,0.510769,-0.784948
1276,10.633333,0.069186,0.510759,-0.784860
1277,10.641667,0.069186,0.510745,-0.784771
1278,10.650000,0.069192,0.510726,-0.784720
1279,10.658333,0.069188,0.510715,-0.784693
1280,10.666667,0.069203,0.510709,-0.784686
1281,10.675000,0.069206,0.510710,-0.784687
1282,10.683333,0.069202,0.510710,-0.784682
1283,10.691667,0.069203,0.510703,-0.784679
1284,10.700000,0.069203,0.510706,-0.784676
1285,10.708333,0.069201,0.510709,-0.784672
1286,10.716667,0.069201,0.510710,-0.784668
1287,10.725000,0.069201,0.510711,-0.784668
1288,10.733333,0.069205,0.510707,-0.784666
1289,10.741667,0.069202,0.510708,-0.784661
1290,10.750000,0.069208,0.510700,-0.784669
1291,10.758333,0.069204,0.510707,-0.784658
1292,10.766667,0.069203,0.510708,-0.784654
1293,10.775000,0.069203,0.510701,-0.784654
1294,10.783333,0.069204,0.510702,-0.784653
1295,10.791667,0.069202,0.510712,-0.784649
1296,10.800000,0.069207,0.510708,-0.784650
1297,10.808333,0.069207,0.510711,-0.784648
1298,10.816667,0.069211,0.510707,-0.784649
1299,10.825000,0.069210,0.510713,-0.784643
1300,10.833333,0.069211,0.510710,-0.784645
1301,10.841667,0.069212,0.510705,-0.784649
1302,10.850000,0.069216,0.510706,-0.784652
1303,10.858333,0.069213,0.510704,-0.784652
1304,10.866667,0.069216,0.510712,-0.784649
1305,10.875000,0.069210,0.510714,-0.784647
1306,10.883333,0.069218,0.510707,-0.784650
1307,10.891667,0.069213,0.510707,-0.784649
1308,10.900000,0.069209,0.510718,-0.784646
1309,10.908333,0.069217,0.510708,-0.784646
1310,10.916667,0.069217,0.510713,-0.784647
1311,10.925000,0.069218,0.510707,-0.784653
1312,10.933333,0.069217,0.510709,-0.784653
1313,10.941667,0.069215,0.510714,-0.784650
1314,10.950000,0.069215,0.510712,-0.784648
1315,10.958333,0.069217,0.510710,-0.784649
1316,10.966667,0.069218,0.510712,-0.784647
1317,10.975000,0.069213,0.510712,-0.784649
1318,10.983333,0.069220,0.510707,-0.784654
1319,10.991667,0.069215,0.510711,-0.784648
1320,11.000000,0.069216,0.510719,-0.784645
1321,11.008333,0.069218,0.510711,-0.784646
1322,11.016667,0.069223,0.510710,-0.784649
1323,11.025000,0.069221,0.510715,-0.784639
1324,11.033333,0.069228,0.510716,-0.784647
1325,11.041667,0.069233,0.510712,-0.784647
1326,11.050000,0.069233,0.510718,-0.784644
1327,11.058333,0.069232,0.510716,-0.784645
1328,11.066667,0.069232,0.510722,-0.784645
1329,11.075000,0.069235,0.510720,-0.784648
1330,11.083333,0.069237,0.510721,-0.784647
1331,11.091667,0.069245,0.510711,-0.784656
1332,11.100000,0.069242,0.510715,-0.784647
1333,11.108333,0.069241,0.510720,-0.784645
1334,11.116667,0.069241,0.510721,-0.784648
1335,11.125000,0.069244,0.510720,-0.784646
1336,11.133333,0.069251,0.510716,-0.784650
1337,11.141667,0.069255,0.510720,-0.784651
1338,11.150000,0.069253,0.510721,-0.784647
1339,11.158333,0.069262,0.510718,-0.784651
1340,11.166667,0.069262,0.510721,-0.784653
1341,11.175000,0.069265,0.510725,-0.784652
1342,11.183333,0.069268,0.510728,-0.784650
1343,11.191667,0.069272,0.510730,-0.784654
1344,11.200000,0.069278,0.510726,-0.784657
1345,11.208333,0.069284,0.510726,-0.784662
1346,11.216667,0.069290,0.510728,-0.784659
1347,11.225000,0.069299,0.510736,-0.784662
1348,11.233333,0.069312,0.510727,-0.784669
1349,11.241667,0.069315,0.510738,-0.784670
1350,11.250000,0.069326,0.510740,-0.784671
1351,11.258333,0.069337,0.510737,-0.784681
1352,11.266667,0.069340,0.510751,-0.784674
1353,11.275000,0.069357,0.510748,-0.784683
1354,11.283333,0.069372,0.510754,-0.784690
1355,11.291667,0.069392,0.510758,-0.784691
1356,11.300000,0.069419,0.510753,-0.784706
1357,11.308333,0.069434,0.510769,-0.784706
1358,11.316667,0.069472,0.510771,-0.784724
1359,11.325000,0.069500,0.510773,-0.784734
1360,11.333333,0.069533,0.510774,-0.784753
1361,11.341667,0.069566,0.510782,-0.784758
1362,11.350000,0.069587,0.510807,-0.784753
1363,11.358333,0.069616,0.510828,-0.784757
1364,11.366667,0.069642,0.510827,-0.784769
1365,11.375000,0.069676,0.510830,-0.784782
1366,11.383333,0.069690,0.510840,-0.784784
1367,11.391667,0.069716,0.510840,-0.784793
1368,11.400000,0.069758,0.510841,-0.784786
1369,11.408333,0.069786,0.510844,-0.784791
1370,11.416667,0.069795,0.510851,-0.784792
1371,11.425000,0.069811,0.510854,-0.784803
1372,11.433333,0.069823,0.510860,-0.784803
1373,11.441667,0.069837,0.510860,-0.784810
1374,11.450000,0.069852,0.510861,-0.784817
1375,11.458333,0.069859,0.510858,-0.784828
1376,11.466667,0.069868,0.510858,-0.784826
1377,11.475000,0.070464,0.510356,-0.784701
1378,11.483333,0.069879,0.510863,-0.784824
1379,11.491667,0.069880,0.510864,-0.784835
1380,11.500000,0.069884,0.510867,-0.784836
1381,11.508333,0.069888,0.510868,-0.784830
1382,11.516667,0.070486,0.510360,-0.784717
1383,11.525000,0.069889,0.510869,-0.784831
1384,11.533333,0.069894,0.510863,-0.784840
1385,11.541667,0.069893,0.510868,-0.784842
1386,11.550000,0.069886,0.510873,-0.784830
1387,11.558333,0.069896,0.510866,-0.784841
1388,11.566667,0.069891,0.510869,-0.784837
1389,11.575000,0.069892,0.510868,-0.784842
1390,11.583333,0.070494,0.510355,-0.784730
1391,11.591667,0.070488,0.510362,-0.784727
1392,11.600000,0.069893,0.510866,-0.784846
1393,11.608333,0.070491,0.510367,-0.784725
1394,11.616667,0.070489,0.510362,-0.784723
1395,11.625000,0.069894,0.510867,-0.784843
1396,11.633333,0.069893,0.510867,-0.784843
1397,11.641667,0.069896,0.510868,-0.784843
1398,11.650000,0.069890,0.510873,-0.784837
1399,11.658333,0.069894,0.510869,-0.784838
1400,11.666667,0.069891,0.510871,-0.784836
1401,11.675000,0.069891,0.510871,-0.784836
1402,11.683333,0.069897,0.510870,-0.784838
1403,11.691667,0.070487,0.510362,-0.784717
1404,11.700000,0.069897,0.510867,-0.784844
1405,11.708333,0.069892,0.510873,-0.784837
1406,11.716667,0.069892,0.510876,-0.784838
1407,11.725000,0.069890,0.510876,-0.784833
1408,11.733333,0.069899,0.510871,-0.784839
1409,11.741667,0.069892,0.510871,-0.784840
1410,11.750000,0.070493,0.510360,-0.784729
1411,11.758333,0.069896,0.510869,-0.784840
1412,11.766667,0.069899,0.510869,-0.784841
1413,11.775000,0.069895,0.510865,-0.784839
1414,11.783333,0.069894,0.510871,-0.784837
1415,11.791667,0.069898,0.510867,-0.784840
1416,11.800000,0.069899,0.510869,-0.784835
1417,11.808333,0.070497,0.510358,-0.784720
1418,11.816667,0.069898,0.510869,-0.784838
1419,11.825000,0.069903,0.510868,-0.784841
1420,11.833333,0.070500,0.510365,-0.784720
1421,11.841667,0.070500,0.510364,-0.784724
1422,11.850000,0.069907,0.510873,-0.784842
1423,11.858333,0.070513,0.510360,-0.784732
1424,11.866667,0.070518,0.510369,-0.784724
1425,11.875000,0.070523,0.510371,-0.784730
1426,11.883333,0.070535,0.510375,-0.784730
1427,11.891667,0.070540,0.510371,-0.784741
1428,11.900000,0.070555,0.510371,-0.784745
1429,11.908333,0.070563,0.510372,-0.784746
1430,11.916667,0.070569,0.510378,-0.784748
1431,11.925000,0.070579,0.510380,-0.784755
1432,11.933333,0.070584,0.510379,-0.784757
1433,11.941667,0.070591,0.510383,-0.784761
1434,11.950000,0.070601,0.510379,-0.784774
1435,11.958333,0.070604,0.510385,-0.784770
1436,11.966667,0.070609,0.510378,-0.784777
1437,11.975000,0.070601,0.510389,-0.784768
1438,11.983333,0.070608,0.510378,-0.784771
1439,11.991667,0.070614,0.510374,-0.784775
1440,12.000000,0.070608,0.510381,-0.784777
1441,12.008333,0.070608,0.510380,-0.784774
1442,12.016667,0.070607,0.510380,-0.784778
1443,12.025000,0.070596,0.510385,-0.784771
1444,12.033333,0.070606,0.510379,-0.784770
1445,12.041667,0.070601,0.510396,-0.784766
1446,12.050000,0.070604,0.510388,-0.784772
1447,12.058333,0.070603,0.510386,-0.784767
1448,12.066667,0.070613,0.510375,-0.784777
1449,12.075000,0.070611,0.510369,-0.784776
1450,12.083333,0.070609,0.510384,-0.784771
1451,12.091667,0.070605,0.510387,-0.784770
1452,12.100000,0.070606,0.510377,-0.784769
1453,12.108333,0.070610,0.510381,-0.784774
1454,12.116667,0.070607,0.510384,-0.784772
1455,12.125000,0.070607,0.510384,-0.784778
1456,12.133333,0.070606,0.510378,-0.784774
1457,12.141667,0.070607,0.510386,-0.784774
1458,12.150000,0.070609,0.510382,-0.784773
1459,12.158333,0.070602,0.510387,-0.784772
1460,12.166667,0.070605,0.510385,-0.784771
1461,12.175000,0.070606,0.510383,-0.784771
1462,12.183333,0.070610,0.510381,-0.784776
1463,12.191667,0.070604,0.510382,-0.784775
1464,12.200000,0.070610,0.510378,-0.784779
1465,12.208333,0.070611,0.510383,-0.784776
1466,12.216667,0.070610,0.510379,-0.784777
1467,12.225000,0.070610,0.510383,-0.784775
1468,12.233333,0.070606,0.510385,-0.784776
1469,12.241667,0.070609,0.510378,-0.784780
1470,12.250000,0.070610,0.510380,-0.784777
1471,12.258333,0.070610,0.510383,-0.784778
1472,12.266667,0.070606,0.510379,-0.784779
1473,12.275000,0.070610,0.510384,-0.784782
1474,12.283333,0.070610,0.510378,-0.784786
1475,12.291667,0.070610,0.510373,-0.784790
1476,12.300000,0.070602,0.510382,-0.784779
1477,12.308333,0.070613,0.510375,-0.784783
1478,12.316667,0.070613,0.510371,-0.784790
1479,12.325000,0.070610,0.510385,-0.784784
1480,12.333333,0.070610,0.510381,-0.784787
1481,12.341667,0.070607,0.510377,-0.784786
1482,12.350000,0.070611,0.510378,-0.784793
1483,12.358333,0.070606,0.510380,-0.784797
1484,12.366667,0.070613,0.510375,-0.784799
1485,12.375000,0.070613,0.510373,-0.784806
1486,12.383333,0.070609,0.510372,-0.784804
1487,12.391667,0.070613,0.510372,-0.784804
1488,12.400000,0.070610,0.510371,-0.784804
1489,12.408333,0.070614,0.510376,-0.784804
1490,12.416667,0.070611,0.510380,-0.784808
1491,12.425000,0.070615,0.510374,-0.784806
1492,12.433333,0.070608,0.510380,-0.784801
1493,12.441667,0.070611,0.510379,-0.784799
1494,12.450000,0.070609,0.510377,-0.784808
1495,12.458333,0.070617,0.510371,-0.784808
1496,12.466667,0.070608,0.510376,-0.784801
1497,12.475000,0.070609,0.510378,-0.784801
1498,12.483333,0.070608,0.510380,-0.784798
1499,12.491667,0.070609,0.510384,-0.784798
1500,12.500000,0.070609,0.510380,-0.784801
1501,12.508333,0.070610,0.510375,-0.784811
1502,12.516667,0.070611,0.510373,-0.784807
1503,12.525000,0.070616,0.510374,-0.784808
1504,12.533333,0.070609,0.510375,-0.784806
1505,12.541667,0.070616,0.510368,-0.784808
1506,12.550000,0.070613,0.510377,-0.784806
1507,12.558333,0.070616,0.510378,-0.784811
1508,12.566667,0.070612,0.510378,-0.784809
1509,12.575000,0.070615,0.510370,-0.784810
1510,12.583333,0.070612,0.510376,-0.784804
1511,12.591667,0.070621,0.510370,-0.784805
1512,12.600000,0.070612,0.510380,-0.784806
1513,12.608333,0.070610,0.510375,-0.784804
1514,12.616667,0.070609,0.510376,-0.784810
1515,12.625000,0.070608,0.510376,-0.784808
1516,12.633333,0.070614,0.510368,-0.784811
1517,12.641667,0.070613,0.510378,-0.784804
1518,12.650000,0.070616,0.510372,-0.784810
1519,12.658333,0.070610,0.510376,-0.784809
1520,12.666667,0.070605,0.510378,-0.784807
1521,12.675000,0.070605,0.510382,-0.784809
1522,12.683333,0.070601,0.510386,-0.784815
1523,12.691667,0.070608,0.510377,-0.784829
1524,12.700000,0.070605,0.510370,-0.784853
1525,12.708333,0.070599,0.510336,-0.784858
1526,12.716667,0.070583,0.510273,-0.784739
1527,12.725000,0.070150,0.510495,-0.784651
1528,12.733333,0.070096,0.510363,-0.784126
1529,12.741667,0.070577,0.509519,-0.783426
1530,12.750000,0.070109,0.509661,-0.782896
1531,12.758333,0.070081,0.509322,-0.782044
1532,12.766667,0.070020,0.508909,-0.781124
1533,12.775000,0.070071,0.508325,-0.780193
1534,12.783333,0.070071,0.507852,-0.779113
1535,12.791667,0.070017,0.507319,-0.777895
1536,12.800000,0.070195,0.506485,-0.776655
1537,12.808333,0.070589,0.505415,-0.775125
1538,12.816667,0.070143,0.505087,-0.773765
1539,12.825000,0.070107,0.504329,-0.772149
1540,12.833333,0.070096,0.503506,-0.770490
1541,12.841667,0.070250,0.502469,-0.768794
1542,12.850000,0.070199,0.501617,-0.766880
1543,12.858333,0.070170,0.500668,-0.764913
1544,12.866667,0.070113,0.499656,-0.762815
1545,12.875000,0.070064,0.498699,-0.760710
1546,12.883333,0.070220,0.497490,-0.758637
1547,12.891667,0.070177,0.496327,-0.756365
1548,12.900000,0.070100,0.495293,-0.753909
1549,12.908333,0.070237,0.493875,-0.751513
1550,12.916667,0.070148,0.492667,-0.748979
1551,12.925000,0.070114,0.491445,-0.746227
1552,12.933333,0.070093,0.490037,-0.743531
1553,12.941667,0.070229,0.488464,-0.740793
1554,12.950000,0.070109,0.487201,-0.737818
1555,12.958333,0.070077,0.485787,-0.734811
1556,12.966667,0.070220,0.484143,-0.731786
1557,12.975000,0.070150,0.482632,-0.728487
1558,12.983333,0.070232,0.480954,-0.725404
1559,12.991667,0.070171,0.479434,-0.722043
1560,13.000000,0.070131,0.477674,-0.718763
1561,13.008333,0.070182,0.475989,-0.715475
1562,13.016667,0.069965,0.474487,-0.712037
1563,13.025000,0.069764,0.472814,-0.708753
1564,13.033333,0.069558,0.471208,-0.705320
1565,13.041667,0.069369,0.469418,-0.701981
1566,13.050000,0.069118,0.467673,-0.698348
1567,13.058333,0.068901,0.465931,-0.694657
1568,13.066667,0.068751,0.463871,-0.690998
1569,13.075000,0.068470,0.462080,-0.687046
1570,13.083333,0.068289,0.460099,-0.683022
1571,13.091667,0.068147,0.458085,-0.678927
1572,13.100000,0.067906,0.456046,-0.674679
1573,13.108333,0.067716,0.453933,-0.670418
1574,13.116667,0.067529,0.451747,-0.666000
1575,13.125000,0.067400,0.449526,-0.661640
1576,13.133333,0.067230,0.447359,-0.657111
1577,13.141667,0.067149,0.445037,-0.652503
1578,13.150000,0.066977,0.442780,-0.647802
1579,13.158333,0.066563,0.440493,-0.643016
1580,13.166667,0.066073,0.438298,-0.638192
1581,13.175000,0.065827,0.435780,-0.633423
1582,13.183333,0.065540,0.433298,-0.628453
1583,13.191667,0.065047,0.430949,-0.623444
1584,13.200000,0.064762,0.428541,-0.618407
1585,13.208333,0.064530,0.425992,-0.613202
1586,13.216667,0.064172,0.423425,-0.608031
1587,13.225000,0.063839,0.420935,-0.602550
1588,13.233333,0.063440,0.418472,-0.597211
1589,13.241667,0.063352,0.415684,-0.591819
1590,13.250000,0.063039,0.413049,-0.586376
1591,13.258333,0.062825,0.410277,-0.580765
1592,13.266667,0.062510,0.407768,-0.575234
1593,13.275000,0.062382,0.404959,-0.569812
1594,13.283333,0.062012,0.402491,-0.564116
1595,13.291667,0.061913,0.399561,-0.558541
1596,13.300000,0.061732,0.396714,-0.552686
1597,13.308333,0.061467,0.393995,-0.546973
1598,13.316667,0.061312,0.391123,-0.540986
1599,13.325000,0.060997,0.388444,-0.534959
1600,13.333333,0.060938,0.385373,-0.528993
1601,13.341667,0.060621,0.382384,-0.522824
1602,13.350000,0.060155,0.379266,-0.516326
1603,13.358333,0.059714,0.375970,-0.509515
1604,13.366667,0.058950,0.372562,-0.502302
1605,13.375000,0.058255,0.368441,-0.494892
1606,13.383333,0.057157,0.364512,-0.487061
1607,13.391667,0.056335,0.359486,-0.479451
1608,13.400000,0.055500,0.353936,-0.471901
1609,13.408333,0.056054,0.351996,-0.466489
1610,13.416667,0.056271,0.348985,-0.460925
1611,13.425000,0.056421,0.345204,-0.455400
1612,13.433333,0.056609,0.340655,-0.449897
1613,13.441667,0.056773,0.335716,-0.444414
1614,13.450000,0.057638,0.331854,-0.440372
1615,13.458333,0.058449,0.327992,-0.435244
1616,13.466667,0.058566,0.326219,-0.427854
1617,13.475000,0.059091,0.324161,-0.421096
1618,13.483333,0.059137,0.322175,-0.414649
1619,13.491667,0.059427,0.319926,-0.408402
1620,13.500000,0.059946,0.317432,-0.402468
1621,13.508333,0.059970,0.315074,-0.396822
1622,13.516667,0.059840,0.312906,-0.391325
1623,13.525000,0.059688,0.310379,-0.386277
1624,13.533333,0.059151,0.308349,-0.381540
1625,13.541667,0.058576,0.306307,-0.377350
1626,13.550000,0.058076,0.303963,-0.373510
1627,13.558333,0.057135,0.302299,-0.370111
1628,13.566667,0.056610,0.301255,-0.368786
1629,13.575000,0.056193,0.300807,-0.368922
1630,13.583333,0.055713,0.300827,-0.369449
1631,13.591667,0.055637,0.300572,-0.370754
1632,13.600000,0.055596,0.300255,-0.372437
1633,13.608333,0.055272,0.300218,-0.374335
1634,13.616667,0.055082,0.299761,-0.376595
1635,13.625000,0.055235,0.301047,-0.377586
1636,13.633333,0.055550,0.302161,-0.378325
1637,13.641667,0.055870,0.302640,-0.378873
1638,13.650000,0.056145,0.302402,-0.379531
1639,13.658333,0.056395,0.301631,-0.380053
1640,13.666667,0.056862,0.301311,-0.379695
1641,13.675000,0.057203,0.301647,-0.378726
1642,13.683333,0.057680,0.300783,-0.377773
1643,13.691667,0.057930,0.299613,-0.376790
1644,13.700000,0.058343,0.299219,-0.375788
1645,13.708333,0.058794,0.299160,-0.375384
1646,13.716667,0.058955,0.299000,-0.375581
1647,13.725000,0.059097,0.298865,-0.375880
1648,13.733333,0.059763,0.299132,-0.375861
1649,13.741667,0.060242,0.299224,-0.376050
1650,13.750000,0.060628,0.299086,-0.376231
1651,13.758333,0.061045,0.299257,-0.376128
1652,13.766667,0.061260,0.299238,-0.376124
1653,13.775000,0.061369,0.299196,-0.376227
1654,13.783333,0.061667,0.298968,-0.376202
1655,13.791667,0.061695,0.298946,-0.376220
1656,13.800000,0.061707,0.298935,-0.376272
1657,13.808333,0.061700,0.298948,-0.376227
1658,13.816667,0.061684,0.298946,-0.376229
1659,13.825000,0.061679,0.298948,-0.376230
1660,13.833333,0.061679,0.298942,-0.376228
1661,13.841667,0.061680,0.298941,-0.376234
1662,13.850000,0.061685,0.298939,-0.376231
1663,13.858333,0.061685,0.298931,-0.376236
1664,13.866667,0.061679,0.298950,-0.376225
1665,13.875000,0.061693,0.298944,-0.376213
1666,13.883333,0.061694,0.298955,-0.376204
1667,13.891667,0.061686,0.298948,-0.376197
1668,13.900000,0.061645,0.298960,-0.376201
1669,13.908333,0.061370,0.299219,-0.376126
1670,13.916667,0.061098,0.299248,-0.376058
1671,13.925000,0.060798,0.299188,-0.376043
1672,13.933333,0.060378,0.299214,-0.376008
1673,13.941667,0.059819,0.299435,-0.375955
1674,13.950000,0.059039,0.299467,-0.376062
1675,13.958333,0.057758,0.299816,-0.376244
1676,13.966667,0.056145,0.300049,-0.376619
1677,13.975000,0.054807,0.300942,-0.377604
1678,13.983333,0.054014,0.302048,-0.378685
1679,13.991667,0.053905,0.302846,-0.379949
1680,14.000000,0.053730,0.304143,-0.381499
1681,14.008333,0.053309,0.305328,-0.383307
1682,14.016667,0.052796,0.306384,-0.385295
1683,14.025000,0.051753,0.307394,-0.387387
1684,14.033333,0.050897,0.308649,-0.390080
1685,14.041667,0.050479,0.309473,-0.392878
1686,14.050000,0.049899,0.310612,-0.395984
