Format Version,1.23,Take Name,FloorBottom_240610_001,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-06-10 12.15.04.955 PM,Capture Start Frame,1018996,Total Frames in Take,2687,Total Exported Frames,2687,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
18,0.150000,-52.167065,15.100200,75.002365,-0.776207,0.121390,-0.804135,0.000633,-0.050755,-0.056242,-0.037863,0.606072,0.042138,0.044624,0.027206,0.553786,0.008617,0.011618,0.010657,0.851527,-0.747274,0.043719,-0.782702,-0.799321,0.182198,-0.824513,-0.782284,0.137971,-0.805150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.158333,-52.193821,15.108860,74.952629,-0.776312,0.120639,-0.804133,0.000621,-0.050755,-0.056242,-0.037863,0.585068,0.042138,0.044624,0.027206,0.578327,0.008617,0.011618,0.010657,0.892884,-0.747405,0.043019,-0.782648,-0.799410,0.181411,-0.824575,-0.782370,0.137214,-0.805138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.166667,-53.041885,16.346104,75.865784,-0.776437,0.119850,-0.804119,0.000623,-0.050755,-0.056242,-0.037863,0.601736,0.042138,0.044624,0.027206,0.589420,0.008617,0.011618,0.010657,0.889228,-0.747622,0.042170,-0.782567,-0.799513,0.180678,-0.824570,-0.782432,0.136417,-0.805178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.175000,-52.817139,16.014698,75.557442,-0.776598,0.118994,-0.804111,0.000623,-0.050755,-0.056242,-0.037863,0.586452,0.042138,0.044624,0.027206,0.565353,0.008617,0.011618,0.010657,0.879687,-0.747829,0.041307,-0.782510,-0.799603,0.179819,-0.824577,-0.782617,0.135574,-0.805205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.183333,-52.927364,16.087753,75.641258,-0.776778,0.118143,-0.804119,0.000614,-0.050755,-0.056242,-0.037863,0.586573,0.042138,0.044624,0.027206,0.568953,0.008617,0.011618,0.010657,0.885428,-0.747987,0.040483,-0.782468,-0.799884,0.178855,-0.824632,-0.782714,0.134812,-0.805217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.191667,-53.412857,16.751238,76.156418,-0.777008,0.117293,-0.804151,0.000616,-0.050755,-0.056242,-0.037863,0.575459,0.042138,0.044624,0.027206,0.568594,0.008617,0.011618,0.010657,0.894218,-0.748255,0.039603,-0.782444,-0.800082,0.178073,-0.824687,-0.782948,0.133915,-0.805280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.200000,-53.033638,16.190998,75.677223,-0.777256,0.116447,-0.804201,0.000610,-0.050755,-0.056242,-0.037863,0.599010,0.042138,0.044624,0.027206,0.574024,0.008617,0.011618,0.010657,0.879638,-0.748480,0.038832,-0.782466,-0.800268,0.177220,-0.824773,-0.783272,0.133011,-0.805324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.208333,-52.774784,15.732473,75.356331,-0.777607,0.115499,-0.804281,0.000617,-0.050755,-0.056242,-0.037863,0.581112,0.042138,0.044624,0.027206,0.594073,0.008617,0.011618,0.010657,0.913710,-0.748833,0.037857,-0.782500,-0.800672,0.176193,-0.824894,-0.783571,0.132166,-0.805409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.216667,-53.201794,16.317062,75.822365,-0.777945,0.114524,-0.804363,0.000616,-0.050755,-0.056242,-0.037863,0.598448,0.042138,0.044624,0.027206,0.548410,0.008617,0.011618,0.010657,0.854247,-0.749116,0.036943,-0.782542,-0.800935,0.175339,-0.824981,-0.784041,0.131005,-0.805524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.225000,-52.864357,15.764360,75.371353,-0.778262,0.113477,-0.804451,0.000617,-0.050755,-0.056242,-0.037863,0.611717,0.042138,0.044624,0.027206,0.575562,0.008617,0.011618,0.010657,0.869020,-0.749427,0.035956,-0.782592,-0.801287,0.174209,-0.825167,-0.784315,0.129994,-0.805555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
