,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,"BoomLeg_2406...:Marker1","BoomLeg_2406...:Marker1","BoomLeg_2406...:Marker1","BoomLeg_2406...:Marker1","BoomLeg_2406...:Marker2","BoomLeg_2406...:Marker2","BoomLeg_2406...:Marker2","BoomLeg_2406...:Marker2","BoomLeg_2406...:Marker3","BoomLeg_2406...:Marker3","BoomLeg_2406...:Marker3","BoomLeg_2406...:Marker3",BoomLeg_2406...:Marker1,BoomLeg_2406...:Marker1,BoomLeg_2406...:Marker1,BoomLeg_2406...:Marker2,BoomLeg_2406...:Marker2,BoomLeg_2406...:Marker2,BoomLeg_2406...:Marker3,BoomLeg_2406...:Marker3,BoomLeg_2406...:Marker3,Unlabeled 1113,Unlabeled 1113,Unlabeled 1113,Unlabeled 1114,Unlabeled 1114,Unlabeled 1114
,ID,"EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","C40A0","C40A0","C40A0","C4070","C4070","C4070","C4090","C4090","C4090","C4030","C4030","C4030","C40B0","C40B0","C40B0"
,,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
39,0.325000,10.882337,11.794981,9.257176,-0.686025,0.405170,-0.742226,0.000385,-0.050755,-0.056242,-0.037863,0.848693,0.042138,0.044624,0.027206,0.928549,0.008617,0.011618,0.010657,0.831000,-0.733503,0.348355,-0.782119,-0.646834,0.451355,-0.713107,-0.677688,0.415840,-0.731422,,,,,,
40,0.333333,10.910237,11.837789,9.270977,-0.686024,0.405170,-0.742229,0.000385,-0.050755,-0.056242,-0.037863,0.849573,0.042138,0.044624,0.027206,0.927446,0.008617,0.011618,0.010657,0.830099,-0.733512,0.348355,-0.782119,-0.646832,0.451352,-0.713108,-0.677684,0.415839,-0.731430,,,,,,
41,0.341667,10.914927,11.843696,9.275706,-0.686042,0.405157,-0.742223,0.000389,-0.050755,-0.056242,-0.037863,0.844450,0.042138,0.044624,0.027206,0.930055,0.008617,0.011618,0.010657,0.827228,-0.733510,0.348354,-0.782114,-0.646840,0.451349,-0.713109,-0.677727,0.415808,-0.731414,,,,,,
42,0.350000,10.860266,11.756582,9.240100,-0.686022,0.405173,-0.742227,0.000382,-0.050755,-0.056242,-0.037863,0.848201,0.042138,0.044624,0.027206,0.929263,0.008617,0.011618,0.010657,0.828848,-0.733498,0.348361,-0.782124,-0.646820,0.451361,-0.713106,-0.677700,0.415836,-0.731421,,,,,,
43,0.358333,10.886489,11.807824,9.263874,-0.686037,0.405157,-0.742222,0.000385,-0.050755,-0.056242,-0.037863,0.847623,0.042138,0.044624,0.027206,0.930302,0.008617,0.011618,0.010657,0.827550,-0.733510,0.348341,-0.782114,-0.646830,0.451357,-0.713110,-0.677724,0.415810,-0.731412,,,,,,
44,0.366667,10.930166,11.864189,9.287399,-0.686044,0.405157,-0.742224,0.000385,-0.050755,-0.056242,-0.037863,0.848327,0.042138,0.044624,0.027206,0.930944,0.008617,0.011618,0.010657,0.828050,-0.733521,0.348346,-0.782124,-0.646830,0.451358,-0.713109,-0.677729,0.415806,-0.731409,,,,,,
45,0.375000,10.872675,11.779775,9.249407,-0.686022,0.405172,-0.742224,0.000385,-0.050755,-0.056242,-0.037863,0.849996,0.042138,0.044624,0.027206,0.927972,0.008617,0.011618,0.010657,0.828948,-0.733507,0.348354,-0.782118,-0.646823,0.451359,-0.713101,-0.677691,0.415837,-0.731425,,,,,,
46,0.383333,10.832117,11.718198,9.223204,-0.686022,0.405169,-0.742224,0.000386,-0.050755,-0.056242,-0.037863,0.849996,0.042138,0.044624,0.027206,0.927972,0.008617,0.011618,0.010657,0.828948,-0.733507,0.348348,-0.782120,-0.646834,0.451348,-0.713104,-0.677681,0.415848,-0.731419,,,,,,
47,0.391667,10.899178,11.822119,9.271186,-0.686021,0.405171,-0.742228,0.000383,-0.050755,-0.056242,-0.037863,0.850890,0.042138,0.044624,0.027206,0.928318,0.008617,0.011618,0.010657,0.832753,-0.733500,0.348351,-0.782122,-0.646837,0.451354,-0.713110,-0.677683,0.415844,-0.731424,,,,,,
48,0.400000,10.860408,11.765000,9.243970,-0.686028,0.405172,-0.742226,0.000382,-0.050755,-0.056242,-0.037863,0.849375,0.042138,0.044624,0.027206,0.928306,0.008617,0.011618,0.010657,0.831479,-0.733501,0.348358,-0.782115,-0.646844,0.451352,-0.713109,-0.677696,0.415845,-0.731426,,,,,,
49,0.408333,10.847750,11.743877,9.234769,-0.686028,0.405169,-0.742230,0.000383,-0.050755,-0.056242,-0.037863,0.847118,0.042138,0.044624,0.027206,0.928172,0.008617,0.011618,0.010657,0.830056,-0.733507,0.348351,-0.782123,-0.646836,0.451352,-0.713111,-0.677696,0.415840,-0.731425,,,,,,
50,0.416667,10.893222,11.816357,9.271053,-0.686024,0.405173,-0.742227,0.000384,-0.050755,-0.056242,-0.037863,0.849129,0.042138,0.044624,0.027206,0.928618,0.008617,0.011618,0.010657,0.830904,-0.733497,0.348353,-0.782120,-0.646839,0.451360,-0.713112,-0.677690,0.415844,-0.731420,,,,,,
51,0.425000,10.893722,11.804959,9.262136,-0.686041,0.405158,-0.742225,0.000386,-0.050755,-0.056242,-0.037863,0.848331,0.042138,0.044624,0.027206,0.928944,0.008617,0.011618,0.010657,0.831355,-0.733503,0.348356,-0.782122,-0.646834,0.451351,-0.713107,-0.677734,0.415807,-0.731412,,,,,,
52,0.433333,10.892187,11.814140,9.261251,-0.686029,0.405169,-0.742227,0.000383,-0.050755,-0.056242,-0.037863,0.844332,0.042138,0.044624,0.027206,0.930836,0.008617,0.011618,0.010657,0.826855,-0.733522,0.348348,-0.782119,-0.646840,0.451351,-0.713111,-0.677688,0.415844,-0.731422,,,,,,
53,0.441667,10.883961,11.809804,9.261364,-0.686029,0.405169,-0.742228,0.000380,-0.050755,-0.056242,-0.037863,0.850359,0.042138,0.044624,0.027206,0.929169,0.008617,0.011618,0.010657,0.830459,-0.733515,0.348346,-0.782116,-0.646830,0.451361,-0.713118,-0.677697,0.415837,-0.731423,,,,,,
54,0.450000,10.898650,11.819588,9.266747,-0.686027,0.405170,-0.742229,0.000383,-0.050755,-0.056242,-0.037863,0.846118,0.042138,0.044624,0.027206,0.929700,0.008617,0.011618,0.010657,0.830031,-0.733498,0.348362,-0.782122,-0.646837,0.451353,-0.713116,-0.677698,0.415833,-0.731421,,,,,,
55,0.458333,10.805410,11.684333,9.206112,-0.686026,0.405168,-0.742226,0.000385,-0.050755,-0.056242,-0.037863,0.849970,0.042138,0.044624,0.027206,0.928075,0.008617,0.011618,0.010657,0.831094,-0.733509,0.348347,-0.782116,-0.646830,0.451350,-0.713108,-0.677694,0.415844,-0.731424,,,,,,
56,0.466667,10.810323,11.682076,9.209868,-0.686025,0.405176,-0.742229,0.000385,-0.050755,-0.056242,-0.037863,0.846694,0.042138,0.044624,0.027206,0.928266,0.008617,0.011618,0.010657,0.830646,-0.733492,0.348364,-0.782124,-0.646842,0.451351,-0.713108,-0.677694,0.415852,-0.731428,,,,,,
57,0.475000,10.882199,11.789318,9.251894,-0.686028,0.405171,-0.742230,0.000385,-0.050755,-0.056242,-0.037863,0.846290,0.042138,0.044624,0.027206,0.928387,0.008617,0.011618,0.010657,0.828133,-0.733501,0.348364,-0.782124,-0.646833,0.451351,-0.713108,-0.677704,0.415834,-0.731429,,,,,,
58,0.483333,10.889603,11.805159,9.261178,-0.686034,0.405162,-0.742221,0.000386,-0.050755,-0.056242,-0.037863,0.846091,0.042138,0.044624,0.027206,0.930915,0.008617,0.011618,0.010657,0.828097,-0.733503,0.348354,-0.782117,-0.646827,0.451356,-0.713108,-0.677722,0.415815,-0.731407,,,,,,
59,0.491667,10.870328,11.771603,9.249185,-0.686024,0.405172,-0.742228,0.000386,-0.050755,-0.056242,-0.037863,0.848329,0.042138,0.044624,0.027206,0.928131,0.008617,0.011618,0.010657,0.829972,-0.733499,0.348358,-0.782124,-0.646837,0.451356,-0.713104,-0.677691,0.415841,-0.731426,,,,,,
60,0.500000,10.847196,11.747229,9.233622,-0.686021,0.405172,-0.742230,0.000384,-0.050755,-0.056242,-0.037863,0.849897,0.042138,0.044624,0.027206,0.928220,0.008617,0.011618,0.010657,0.831884,-0.733505,0.348353,-0.782120,-0.646829,0.451353,-0.713113,-0.677682,0.415849,-0.731427,,,,,,
61,0.508333,10.834371,11.723230,9.225483,-0.686030,0.405170,-0.742226,0.000384,-0.050755,-0.056242,-0.037863,0.849897,0.042138,0.044624,0.027206,0.928220,0.008617,0.011618,0.010657,0.831884,-0.733496,0.348361,-0.782116,-0.646838,0.451351,-0.713109,-0.677707,0.415836,-0.731423,,,,,,
62,0.516667,10.837798,11.725012,9.226009,-0.686027,0.405168,-0.742234,0.000381,-0.050755,-0.056242,-0.037863,0.845344,0.042138,0.044624,0.027206,0.928904,0.008617,0.011618,0.010657,0.829040,-0.733501,0.348356,-0.782130,-0.646834,0.451349,-0.713117,-0.677702,0.415837,-0.731424,,,,,,
63,0.525000,10.830679,11.716150,9.221843,-0.686033,0.405166,-0.742228,0.000384,-0.050755,-0.056242,-0.037863,0.847760,0.042138,0.044624,0.027206,0.929567,0.008617,0.011618,0.010657,0.830715,-0.733510,0.348351,-0.782121,-0.646850,0.451341,-0.713109,-0.677696,0.415842,-0.731426,,,,,,
64,0.533333,10.846102,11.742234,9.232149,-0.686026,0.405170,-0.742227,0.000385,-0.050755,-0.056242,-0.037863,0.848186,0.042138,0.044624,0.027206,0.928048,0.008617,0.011618,0.010657,0.831592,-0.733503,0.348356,-0.782117,-0.646838,0.451349,-0.713108,-0.677692,0.415842,-0.731426,,,,,,
65,0.541667,10.851407,11.756135,9.237263,-0.686031,0.405169,-0.742222,0.000387,-0.050755,-0.056242,-0.037863,0.847997,0.042138,0.044624,0.027206,0.928102,0.008617,0.011618,0.010657,0.830333,-0.733510,0.348352,-0.782108,-0.646837,0.451355,-0.713106,-0.677699,0.415840,-0.731422,,,,,,
66,0.550000,10.837411,11.726225,9.227793,-0.686025,0.405177,-0.742230,0.000384,-0.050755,-0.056242,-0.037863,0.848243,0.042138,0.044624,0.027206,0.928129,0.008617,0.011618,0.010657,0.829680,-0.733500,0.348362,-0.782125,-0.646831,0.451360,-0.713111,-0.677697,0.415846,-0.731425,,,,,,
67,0.558333,10.898691,11.815836,9.266574,-0.686028,0.405171,-0.742229,0.000384,-0.050755,-0.056242,-0.037863,0.848314,0.042138,0.044624,0.027206,0.928970,0.008617,0.011618,0.010657,0.830297,-0.733501,0.348362,-0.782125,-0.646836,0.451356,-0.713111,-0.677700,0.415832,-0.731420,,,,,,
68,0.566667,10.795523,11.663129,9.200766,-0.686029,0.405170,-0.742226,0.000382,-0.050755,-0.056242,-0.037863,0.847076,0.042138,0.044624,0.027206,0.929131,0.008617,0.011618,0.010657,0.830768,-0.733498,0.348356,-0.782120,-0.646836,0.451352,-0.713107,-0.677705,0.415844,-0.731419,,,,,,
69,0.575000,10.905238,11.832630,9.271840,-0.686021,0.405169,-0.742230,0.000385,-0.050755,-0.056242,-0.037863,0.848917,0.042138,0.044624,0.027206,0.928863,0.008617,0.011618,0.010657,0.830630,-0.733503,0.348353,-0.782122,-0.646827,0.451357,-0.713114,-0.677688,0.415838,-0.731424,,,,,,
70,0.583333,10.861735,11.769689,9.241868,-0.686027,0.405167,-0.742230,0.000385,-0.050755,-0.056242,-0.037863,0.848589,0.042138,0.044624,0.027206,0.928816,0.008617,0.011618,0.010657,0.829432,-0.733509,0.348352,-0.782118,-0.646826,0.451355,-0.713115,-0.677699,0.415833,-0.731427,,,,,,
71,0.591667,10.818197,11.699396,9.214972,-0.686025,0.405170,-0.742229,0.000384,-0.050755,-0.056242,-0.037863,0.849771,0.042138,0.044624,0.027206,0.928667,0.008617,0.011618,0.010657,0.829626,-0.733505,0.348350,-0.782123,-0.646822,0.451357,-0.713108,-0.677700,0.415840,-0.731426,,,,,,
72,0.600000,10.857363,11.754210,9.237149,-0.686024,0.405171,-0.742229,0.000384,-0.050755,-0.056242,-0.037863,0.846121,0.042138,0.044624,0.027206,0.928436,0.008617,0.011618,0.010657,0.828684,-0.733496,0.348363,-0.782120,-0.646829,0.451353,-0.713107,-0.677699,0.415836,-0.731427,,,,,,
73,0.608333,10.873930,11.784940,9.251909,-0.686029,0.405172,-0.742228,0.000386,-0.050755,-0.056242,-0.037863,0.849106,0.042138,0.044624,0.027206,0.927959,0.008617,0.011618,0.010657,0.830947,-0.733511,0.348355,-0.782119,-0.646840,0.451357,-0.713109,-0.677691,0.415844,-0.731427,,,,,,
74,0.616667,10.883978,11.793927,9.254053,-0.686025,0.405172,-0.742225,0.000387,-0.050755,-0.056242,-0.037863,0.849582,0.042138,0.044624,0.027206,0.928655,0.008617,0.011618,0.010657,0.828723,-0.733509,0.348358,-0.782121,-0.646826,0.451358,-0.713103,-0.677698,0.415835,-0.731422,,,,,,
75,0.625000,10.848736,11.744507,9.234532,-0.686026,0.405172,-0.742227,0.000385,-0.050755,-0.056242,-0.037863,0.849595,0.042138,0.044624,0.027206,0.928599,0.008617,0.011618,0.010657,0.830335,-0.733506,0.348353,-0.782122,-0.646829,0.451357,-0.713107,-0.677697,0.415844,-0.731423,,,,,,
76,0.633333,10.900289,11.821236,9.263599,-0.686025,0.405173,-0.742226,0.000384,-0.050755,-0.056242,-0.037863,0.849595,0.042138,0.044624,0.027206,0.928599,0.008617,0.011618,0.010657,0.830335,-0.733512,0.348359,-0.782119,-0.646824,0.451359,-0.713105,-0.677693,0.415840,-0.731424,,,,,,
77,0.641667,10.872113,11.781174,9.247061,-0.686023,0.405172,-0.742229,0.000386,-0.050755,-0.056242,-0.037863,0.849442,0.042138,0.044624,0.027206,0.928238,0.008617,0.011618,0.010657,0.829440,-0.733505,0.348359,-0.782119,-0.646830,0.451353,-0.713112,-0.677686,0.415843,-0.731424,,,,,,
78,0.650000,10.869349,11.767485,9.248683,-0.686023,0.405178,-0.742226,0.000385,-0.050755,-0.056242,-0.037863,0.848460,0.042138,0.044624,0.027206,0.928506,0.008617,0.011618,0.010657,0.831214,-0.733482,0.348373,-0.782120,-0.646843,0.451356,-0.713103,-0.677696,0.415845,-0.731422,,,,,,
79,0.658333,10.885634,11.796210,9.259016,-0.686043,0.405159,-0.742226,0.000384,-0.050755,-0.056242,-0.037863,0.844176,0.042138,0.044624,0.027206,0.928549,0.008617,0.011618,0.010657,0.829299,-0.733514,0.348349,-0.782124,-0.646838,0.451353,-0.713109,-0.677725,0.415816,-0.731412,,,,,,
80,0.666667,10.916030,11.845990,9.278683,-0.686042,0.405160,-0.742222,0.000385,-0.050755,-0.056242,-0.037863,0.847341,0.042138,0.044624,0.027206,0.930513,0.008617,0.011618,0.010657,0.829100,-0.733501,0.348360,-0.782114,-0.646829,0.451359,-0.713111,-0.677739,0.415803,-0.731408,,,,,,
81,0.675000,11.211097,12.540913,9.793210,-0.686138,0.405024,-0.742272,0.000428,-0.050755,-0.056242,-0.037863,0.842888,0.042138,0.044624,0.027206,0.931341,0.008617,0.011618,0.010657,0.825871,-0.733462,0.347931,-0.782068,-0.646951,0.451573,-0.713113,-0.677960,0.415605,-0.731610,,,,,,
82,0.683333,9.941516,14.969086,13.544330,-0.687639,0.403075,-0.743215,0.000537,-0.050755,-0.056242,-0.037863,0.862452,0.042138,0.044624,0.027206,0.890349,0.008617,0.011618,0.010657,0.775744,-0.731966,0.342486,-0.781186,-0.650538,0.452746,-0.715299,-0.680376,0.414021,-0.733139,,,,,,
83,0.691667,5.114796,18.561316,21.689655,-0.689954,0.397835,-0.745016,0.000439,-0.050755,-0.056242,-0.037863,0.949563,0.042138,0.044624,0.027206,0.776820,0.008617,0.011618,0.010657,0.733865,-0.726932,0.329606,-0.778558,-0.659183,0.453422,-0.720963,-0.683745,0.410478,-0.735519,,,,,,
84,0.700000,-3.538427,12.473125,26.984514,-0.693158,0.391245,-0.747724,0.000531,-0.050755,-0.056242,-0.037863,0.920454,0.042138,0.044624,0.027206,0.689760,0.008617,0.011618,0.010657,0.714135,-0.720809,0.316070,-0.775694,-0.669577,0.452101,-0.727919,-0.689095,0.405544,-0.739550,,,,,,
85,0.708333,-9.103606,23.758194,40.929699,-0.697527,0.382394,-0.751484,0.000464,-0.050755,-0.056242,-0.037863,0.970546,0.042138,0.044624,0.027206,0.691559,0.008617,0.011618,0.010657,0.681704,-0.714167,0.302179,-0.773010,-0.683275,0.447416,-0.737185,-0.695158,0.397561,-0.744253,,,,,,
86,0.716667,-17.581938,21.164692,49.312794,-0.698972,0.371482,-0.753787,0.000345,-0.050755,-0.056242,-0.037863,0.920090,0.042138,0.044624,0.027206,0.800654,0.008617,0.011618,0.010657,0.868510,-0.703951,0.287902,-0.768020,-0.694533,0.438534,-0.745569,-0.698437,0.387991,-0.747757,,,,,,
87,0.725000,-21.584007,6.104581,48.496754,-0.698259,0.360723,-0.754806,0.000414,-0.050755,-0.056242,-0.037863,0.949175,0.042138,0.044624,0.027206,0.842931,0.008617,0.011618,0.010657,0.852896,-0.693987,0.276455,-0.762840,-0.700565,0.428171,-0.751232,-0.700213,0.377552,-0.750324,,,,,,
88,0.733333,-26.507027,10.080754,55.819477,-0.697078,0.352271,-0.754974,0.000331,-0.050755,-0.056242,-0.037863,0.973889,0.042138,0.044624,0.027206,0.957270,0.008617,0.011618,0.010657,0.943966,-0.685932,0.268428,-0.758231,-0.705409,0.418825,-0.755529,-0.699884,0.369574,-0.751152,,,,,,
89,0.741667,-26.512733,-2.287896,52.942890,-0.695708,0.345915,-0.754830,0.000361,-0.050755,-0.056242,-0.037863,0.962712,0.042138,0.044624,0.027206,0.929405,0.008617,0.011618,0.010657,0.902250,-0.680011,0.262678,-0.754857,-0.707073,0.412160,-0.757648,-0.700043,0.362912,-0.751980,,,,,,
90,0.750000,-29.602985,3.269276,58.093117,-0.694783,0.340616,-0.754854,0.000346,-0.050755,-0.056242,-0.037863,0.937093,0.042138,0.044624,0.027206,0.945266,0.008617,0.011618,0.010657,0.901911,-0.675972,0.258245,-0.752666,-0.708864,0.406158,-0.759586,-0.699482,0.357479,-0.752295,,,,,,
91,0.758333,-32.037262,4.308141,61.351860,-0.693207,0.336400,-0.754273,0.000359,-0.050755,-0.056242,-0.037863,0.937093,0.042138,0.044624,0.027206,0.945266,0.008617,0.011618,0.010657,0.901911,-0.671061,0.254881,-0.749836,-0.710016,0.401250,-0.760844,-0.698525,0.353090,-0.752125,,,,,,
92,0.766667,-31.123482,-3.882014,59.322166,-0.691372,0.332750,-0.753614,0.000363,-0.050755,-0.056242,-0.037863,0.958689,0.042138,0.044624,0.027206,0.926145,0.008617,0.011618,0.010657,0.891972,-0.666410,0.252166,-0.747150,-0.710165,0.396780,-0.761660,-0.697523,0.349323,-0.752022,,,,,,
93,0.775000,-32.703037,-2.910326,61.628109,-0.690099,0.330139,-0.753021,0.000360,-0.050755,-0.056242,-0.037863,0.965089,0.042138,0.044624,0.027206,0.940474,0.008617,0.011618,0.010657,0.909922,-0.662814,0.250540,-0.745083,-0.710792,0.393414,-0.762284,-0.696658,0.346499,-0.751682,,,,,,
94,0.783333,-33.936729,-2.869495,63.354153,-0.688919,0.328250,-0.752363,0.000381,-0.050755,-0.056242,-0.037863,0.942056,0.042138,0.044624,0.027206,0.944460,0.008617,0.011618,0.010657,0.903697,-0.659531,0.249558,-0.743087,-0.711349,0.390705,-0.762696,-0.695858,0.344510,-0.751292,,,,,,
95,0.791667,-33.719055,-5.258790,63.177067,-0.687881,0.326922,-0.751821,0.000371,-0.050755,-0.056242,-0.037863,0.940740,0.042138,0.044624,0.027206,0.944174,0.008617,0.011618,0.010657,0.907978,-0.657242,0.248813,-0.741764,-0.711226,0.388986,-0.762727,-0.695139,0.343010,-0.750956,,,,,,
96,0.800000,-34.504555,-4.607229,64.295837,-0.687252,0.326140,-0.751523,0.000356,-0.050755,-0.056242,-0.037863,0.939979,0.042138,0.044624,0.027206,0.938665,0.008617,0.011618,0.010657,0.898107,-0.655631,0.248499,-0.740911,-0.711408,0.387769,-0.762923,-0.694686,0.342184,-0.750720,,,,,,
97,0.808333,-33.454758,-7.824576,63.252796,-0.686859,0.325573,-0.751366,0.000409,-0.050755,-0.056242,-0.037863,0.939600,0.042138,0.044624,0.027206,0.947555,0.008617,0.011618,0.010657,0.910117,-0.654601,0.248289,-0.740516,-0.711422,0.387123,-0.762900,-0.694518,0.341347,-0.750665,,,,,,
98,0.816667,-34.976551,-4.561067,65.196686,-0.686492,0.324631,-0.751328,0.000395,-0.050755,-0.056242,-0.037863,0.933805,0.042138,0.044624,0.027206,0.946386,0.008617,0.011618,0.010657,0.899800,-0.653808,0.247517,-0.740290,-0.711523,0.385879,-0.763078,-0.694125,0.340521,-0.750603,,,,,,
99,0.825000,-34.703281,-6.175773,64.855057,-0.685872,0.323768,-0.751090,0.000402,-0.050755,-0.056242,-0.037863,0.918593,0.042138,0.044624,0.027206,0.942653,0.008617,0.011618,0.010657,0.883280,-0.652627,0.247029,-0.739591,-0.711282,0.384834,-0.763187,-0.693659,0.339491,-0.750476,,,,,,
100,0.833333,-35.217468,-6.182073,65.346420,-0.685175,0.322425,-0.750797,0.000396,-0.050755,-0.056242,-0.037863,0.930881,0.042138,0.044624,0.027206,0.939467,0.008617,0.011618,0.010657,0.888885,-0.651359,0.245985,-0.738697,-0.711089,0.383173,-0.763361,-0.693039,0.338160,-0.750317,,,,,,
101,0.841667,-35.924969,-5.737787,66.027000,-0.684753,0.321154,-0.750519,0.000396,-0.050755,-0.056242,-0.037863,0.936317,0.042138,0.044624,0.027206,0.943908,0.008617,0.011618,0.010657,0.905057,-0.650374,0.245035,-0.737834,-0.711136,0.381513,-0.763558,-0.692727,0.336932,-0.750151,,,,,,
102,0.850000,-35.414841,-7.599286,65.303696,-0.684459,0.320366,-0.750280,0.000393,-0.050755,-0.056242,-0.037863,0.939607,0.042138,0.044624,0.027206,0.939510,0.008617,0.011618,0.010657,0.894107,-0.649866,0.244397,-0.737216,-0.710928,0.380696,-0.763575,-0.692544,0.336043,-0.750035,,,,,,
103,0.858333,-35.467239,-7.697345,65.249893,-0.684391,0.320063,-0.750161,0.000392,-0.050755,-0.056242,-0.037863,0.937880,0.042138,0.044624,0.027206,0.940982,0.008617,0.011618,0.010657,0.892797,-0.649806,0.244122,-0.736977,-0.710856,0.380382,-0.763570,-0.692480,0.335712,-0.749924,,,,,,
104,0.866667,-35.524780,-7.564927,65.427116,-0.684387,0.320155,-0.750131,0.000397,-0.050755,-0.056242,-0.037863,0.938320,0.042138,0.044624,0.027206,0.940212,0.008617,0.011618,0.010657,0.891761,-0.649668,0.244270,-0.736965,-0.710970,0.380432,-0.763527,-0.692490,0.335794,-0.749890,,,,,,
105,0.875000,-35.286148,-7.966166,65.356247,-0.684256,0.320577,-0.750120,0.000405,-0.050755,-0.056242,-0.037863,0.935809,0.042138,0.044624,0.027206,0.940055,0.008617,0.011618,0.010657,0.890344,-0.649389,0.244753,-0.737061,-0.710937,0.380832,-0.763427,-0.692402,0.336183,-0.749861,,,,,,
106,0.883333,-35.242065,-7.929956,65.602112,-0.684027,0.320992,-0.750123,0.000403,-0.050755,-0.056242,-0.037863,0.935809,0.042138,0.044624,0.027206,0.940055,0.008617,0.011618,0.010657,0.890344,-0.648883,0.245292,-0.737182,-0.710931,0.381138,-0.763334,-0.692227,0.336583,-0.749840,,,,,,
107,0.891667,-34.962494,-8.643963,65.543877,-0.683794,0.321207,-0.750072,0.000405,-0.050755,-0.056242,-0.037863,0.932036,0.042138,0.044624,0.027206,0.941710,0.008617,0.011618,0.010657,0.892313,-0.648313,0.245679,-0.737138,-0.710940,0.381228,-0.763274,-0.692085,0.336750,-0.749792,,,,,,
108,0.900000,-35.298965,-7.993392,65.915016,-0.683638,0.321209,-0.749976,0.000399,-0.050755,-0.056242,-0.037863,0.929040,0.042138,0.044624,0.027206,0.942302,0.008617,0.011618,0.010657,0.892977,-0.648081,0.245736,-0.736988,-0.710868,0.381176,-0.763239,-0.691919,0.336755,-0.749687,,,,,,
109,0.908333,-35.282513,-8.136296,65.744476,-0.683620,0.321038,-0.749888,0.000413,-0.050755,-0.056242,-0.037863,0.926521,0.042138,0.044624,0.027206,0.944708,0.008617,0.011618,0.010657,0.894354,-0.648193,0.245509,-0.736814,-0.710755,0.381079,-0.763205,-0.691868,0.336566,-0.749630,,,,,,
110,0.916667,-35.505592,-7.713840,65.815651,-0.683695,0.320634,-0.749846,0.000410,-0.050755,-0.056242,-0.037863,0.928621,0.042138,0.044624,0.027206,0.940023,0.008617,0.011618,0.010657,0.885922,-0.648427,0.245025,-0.736699,-0.710728,0.380718,-0.763225,-0.691892,0.336191,-0.749602,,,,,,
111,0.925000,-35.596691,-7.614650,65.767014,-0.683679,0.320248,-0.749819,0.000395,-0.050755,-0.056242,-0.037863,0.932413,0.042138,0.044624,0.027206,0.938567,0.008617,0.011618,0.010657,0.885455,-0.648522,0.244599,-0.736597,-0.710623,0.380363,-0.763276,-0.691854,0.335813,-0.749572,,,,,,
112,0.933333,-35.797836,-7.239729,65.894684,-0.683537,0.319855,-0.749800,0.000404,-0.050755,-0.056242,-0.037863,0.933035,0.042138,0.044624,0.027206,0.940574,0.008617,0.011618,0.010657,0.887474,-0.648447,0.244139,-0.736511,-0.710451,0.379978,-0.763296,-0.691690,0.335467,-0.749583,,,,,,
113,0.941667,-36.286674,-6.327132,66.438934,-0.683381,0.319522,-0.749779,0.000412,-0.050755,-0.056242,-0.037863,0.933944,0.042138,0.044624,0.027206,0.940630,0.008617,0.011618,0.010657,0.893586,-0.648171,0.243913,-0.736410,-0.710425,0.379521,-0.763346,-0.691522,0.335158,-0.749566,,,,,,
114,0.950000,-36.118019,-6.805676,66.300774,-0.683183,0.319470,-0.749708,0.000404,-0.050755,-0.056242,-0.037863,0.929584,0.042138,0.044624,0.027206,0.940993,0.008617,0.011618,0.010657,0.894761,-0.647856,0.243943,-0.736298,-0.710298,0.379405,-0.763300,-0.691364,0.335092,-0.749508,,,,,,
